timestamp,staking_provider,event,amount
2022-02-02 21:09:35.000 UTC,0x63e81d7025706d795ab170ef9783d18816ab1481,staked,5000000000000000000000
2022-02-02 21:15:37.000 UTC,0x63e81d7025706d795ab170ef9783d18816ab1481,toppedUp,35000000000000000000000
2022-02-03 15:19:16.000 UTC,0xab45507d1db315e8618ea26d78f1c85210077792,staked,2000000000000000000000
2022-02-03 16:53:30.000 UTC,0x4a94d912d22bca70e37ec1d97cffbb68976c5282,staked,1000000000000000000000
2022-02-04 05:25:55.000 UTC,0x63e81d7025706d795ab170ef9783d18816ab1481,unstaked,40000000000000000000000
2022-02-04 05:27:49.000 UTC,0x63e81d7025706d795ab170ef9783d18816ab1481,toppedUp,40000000000000000000000
2022-02-04 05:55:59.000 UTC,0xd0908b1e0f6e64e3097c663bf95e2e9c040dd40d,staked,566486463971216779444545
2022-02-04 10:20:12.000 UTC,0x3ff855895ef4ac833c32ab6a0d6c7fbfa137e26e,staked,100000000000000000000000
2022-02-04 10:39:03.000 UTC,0x3ff855895ef4ac833c32ab6a0d6c7fbfa137e26e,toppedUp,91327545250200640000000
2022-02-04 12:04:13.000 UTC,0x48d6cd1ab531cd46ca666cffe21fdde529a036c7,staked,100000000000000000000000
2022-02-04 12:08:43.000 UTC,0x48d6cd1ab531cd46ca666cffe21fdde529a036c7,toppedUp,10000545250200640000000
2022-02-04 12:17:41.000 UTC,0x48d6cd1ab531cd46ca666cffe21fdde529a036c7,toppedUp,31327000000000000000000
2022-02-04 12:24:54.000 UTC,0x48d6cd1ab531cd46ca666cffe21fdde529a036c7,toppedUp,50000000000000000000000
2022-02-04 12:45:10.000 UTC,0xab45507d1db315e8618ea26d78f1c85210077792,toppedUp,2000000000000000000000
2022-02-04 13:42:28.000 UTC,0xdc4f872e02a678aa4b58a82f9ba673818948f9ba,staked,40001000000000000000000
2022-02-04 13:52:36.000 UTC,0xdc4f872e02a678aa4b58a82f9ba673818948f9ba,toppedUp,1000000000000000000000
2022-02-04 14:17:01.000 UTC,0xdc4f872e02a678aa4b58a82f9ba673818948f9ba,toppedUp,4000000000000000000000
2022-02-04 14:27:04.000 UTC,0xab45507d1db315e8618ea26d78f1c85210077792,toppedUp,2000000000000000000000
2022-02-04 14:28:49.000 UTC,0xdafd72e76a04a4d618277a2ff280e3c4a8ac342d,staked,146326545250200640000000
2022-02-04 14:34:22.000 UTC,0xab45507d1db315e8618ea26d78f1c85210077792,toppedUp,2000000000000000000000
2022-02-04 21:34:35.000 UTC,0x378c89b5b93667a005856822e1b65e2d7c076373,staked,1541822158974574236621225
2022-02-04 23:46:54.000 UTC,0x1b906f26c0d33d9c08aead2ac4d0c1c79e807b18,staked,239159431562750800000000
2022-02-05 10:49:58.000 UTC,0xa43239c93916d3db28ccfdac5013277a23c52ba3,staked,601689676817746150621408
2022-02-06 01:01:04.000 UTC,0x2c27c5c155da013a19b350724ae6c2959cf3794e,staked,70656329739116001623880
2022-02-07 18:30:48.000 UTC,0xa43239c93916d3db28ccfdac5013277a23c52ba3,toppedUp,2474297899943752547752536
2022-02-07 21:12:16.000 UTC,0x3ff855895ef4ac833c32ab6a0d6c7fbfa137e26e,unstaked,191327545250200640000000
2022-02-07 21:37:10.000 UTC,0x48214cd3057a21234963d7ec95f7e1db6bb91de1,staked,57933204796541886733740
2022-02-09 04:02:36.000 UTC,0xac5f6ad16b9ba91d652faec3093e49be689fe7a5,staked,146479076116313085292875
2022-02-09 10:04:18.000 UTC,0x89c8121115955831056958861c6800f0298b820a,staked,82417370993968857502110
2022-02-09 11:22:47.000 UTC,0x82d751c236cb6c682a54196ef6fc01021a101a1b,staked,354400792013073793748670
2022-02-09 11:51:13.000 UTC,0x7eeae0d210194f822d5facf06450d2c407728e09,staked,97883172150002647424000
2022-02-09 13:06:08.000 UTC,0x1b906f26c0d33d9c08aead2ac4d0c1c79e807b18,unstaked,239159431562750800000000
2022-02-09 16:21:49.000 UTC,0xa94f9bfc8c74e444cb73e0c42a62cc3abfbbed77,staked,126701677682780149839641
2022-02-09 17:26:49.000 UTC,0xab45507d1db315e8618ea26d78f1c85210077792,unstaked,8000000000000000000000
2022-02-10 06:29:55.000 UTC,0xac5f6ad16b9ba91d652faec3093e49be689fe7a5,unstaked,146479076116313085292875
2022-02-10 08:17:27.000 UTC,0x48d6cd1ab531cd46ca666cffe21fdde529a036c7,unstaked,191327545250200640000000
2022-02-10 16:08:47.000 UTC,0xdc4f872e02a678aa4b58a82f9ba673818948f9ba,unstaked,45001000000000000000000
2022-02-10 16:13:54.000 UTC,0xdafd72e76a04a4d618277a2ff280e3c4a8ac342d,unstaked,146326545250200640000000
2022-02-11 00:32:32.000 UTC,0xf4d4f82b3618cd488797af25615a8a87e98dcdd5,staked,42214244735582572417821
2022-02-11 03:34:44.000 UTC,0xc02f6d78e6d1cd6522c57caa5aa99070aa1daf8b,staked,249338050362234865482206
2022-02-11 10:03:37.000 UTC,0x13f75113842bd3c3c79735f1a908fa1ad835f813,staked,415616099629623454947840
2022-02-12 05:24:05.000 UTC,0xc02f6d78e6d1cd6522c57caa5aa99070aa1daf8b,unstaked,249338050362234865482206
2022-02-12 14:05:02.000 UTC,0x0245c450b89029e519ed81b3c45a0f8bb2a69a35,staked,41276526293415160572000
2022-02-13 10:08:31.000 UTC,0x38190ba5080871cad638ba91b9d8dcb49576186b,staked,146170917997827230013870
2022-02-14 19:28:58.000 UTC,0x63e81d7025706d795ab170ef9783d18816ab1481,unstaked,40000000000000000000000
2022-02-14 19:29:02.000 UTC,0x4a94d912d22bca70e37ec1d97cffbb68976c5282,unstaked,1000000000000000000000
2022-02-17 00:27:38.000 UTC,0xd9221c8c3227b6383f6440019b7eb5485f93455a,staked,121340372545197107909880
2022-02-17 02:38:07.000 UTC,0xd517479acaef258baa3ba6a351e9c714a79d597e,staked,1105109246802322141134139
2022-02-20 11:08:42.000 UTC,0xf9283ac13aec8a2b60a56a82f1f5e4da1742ccf8,staked,3542951990747803719321600
2022-02-20 11:14:29.000 UTC,0xf9283ac13aec8a2b60a56a82f1f5e4da1742ccf8,toppedUp,128327266609335297779059
2022-02-21 12:38:03.000 UTC,0xe4a3492c8b085ab5edb6fdae329f172056f6b04e,staked,8060089913797404241120120
2022-02-21 13:04:19.000 UTC,0xdcd4199e22d09248ca2583cbdd2759b2acd22381,staked,1195797157813754000000000
2022-02-21 13:12:39.000 UTC,0xfc97a906c715587b56c2c65a07ce731ba80339de,staked,1191970606908749987200000
2022-02-21 13:18:28.000 UTC,0x07c9a8f8264221906b7b8958951ce4753d39628b,staked,2391594315627508000000000
2022-02-21 13:24:04.000 UTC,0xd977144724bc77faefae219f958ae3947205d0b5,staked,12941777815814071690880000
2022-02-21 13:24:04.000 UTC,0x045e511f53debf55c9c0b4522f14f602f7c7ca81,staked,17040803061197526477320000
2022-02-21 13:31:40.000 UTC,0x650a9ed18df873cad98c88dcac8170531cad2399,staked,30696593541076206533887296
2022-02-21 15:28:43.000 UTC,0x00aca6dfd2fbcad074a5f116bad0b057900230d9,staked,8383658978264641102959472
2022-02-21 22:25:30.000 UTC,0x43e17eecac8812b8e96e89b6075c5de63680d194,staked,44413402383447248566254000
2022-02-22 00:03:08.000 UTC,0xca5ac1b59796be580820e9c66d395977d4f7c3c0,staked,6907940787200441638624920
2022-02-22 09:18:30.000 UTC,0x9f8cc80d7f5125ad725293686ac656a7c52f6f11,staked,1000000000000000000000000
2022-02-22 09:44:31.000 UTC,0xe01be841b1e192390949e9ea1779b1897e105802,staked,1291460930438854320000000
2022-02-22 10:10:24.000 UTC,0xb8c1cb376292d21ff1aa517decc6157756a69789,staked,47831886312550160000000
2022-02-22 10:27:16.000 UTC,0x4bfa10b1538e8e765e995688d8eec39c717b6797,staked,1516906960195796989128000
2022-02-22 16:47:30.000 UTC,0x78edaa9375250af6237d708ef70eaa0d0ed5970c,staked,4000000000000000000000000
2022-02-23 07:58:46.000 UTC,0xa7baca5a92842689359fb1782e75d6eff59152e6,staked,16978998098551565982884376
2022-02-23 11:54:34.000 UTC,0x2ebe08379f4fd866e871a9b9e1d5c695154c6a9f,staked,5847299822861688154504000
2022-02-23 13:14:31.000 UTC,0xbe9d12fc853b67cfdaae134e5b8178b9667bd2fb,staked,13379824330484215177112024
2022-02-24 09:04:12.000 UTC,0x0c19a07242755b3f107cfb4c74d236a18548541f,staked,4664587985898239408606415
2022-02-25 00:25:18.000 UTC,0x606c9936a8b5c70061b3464424ab7d45302ef9b7,staked,2573342074290066182067510
2022-02-25 02:21:49.000 UTC,0x7eeae0d210194f822d5facf06450d2c407728e09,unstaked,97883172150002647424000
2022-02-25 02:39:55.000 UTC,0xa43239c93916d3db28ccfdac5013277a23c52ba3,unstaked,3075987576761498698373944
2022-02-26 08:41:58.000 UTC,0x7db47c4598a3ba473e37fd30813831eb9a0c6fa5,staked,41988495240000000000000
2022-02-27 04:36:49.000 UTC,0xd903636293da47b66861be87b360c795fda43f5f,staked,40952017096893387378047
2022-02-27 17:12:50.000 UTC,0x07247eefa0555246781e0a727bc1ad6a3748a877,staked,95332054188268446349710
2022-02-28 06:09:23.000 UTC,0x986dca567442c1ff8b47eb10b3281765006016f9,staked,1848339614909445784207559
2022-02-28 11:28:38.000 UTC,0xc120ab7977bdda3b57f191dbf41a1af7da794baa,staked,3000000000000058982823946
2022-02-28 20:29:00.000 UTC,0xefe9cdca25c2d4851ebf9c2b103fa7b6769033b7,staked,500000000000000000000000
2022-02-28 22:08:40.000 UTC,0xe1fa8221fbbd50c7e64d5eaea8bf753b73ea4ee0,staked,130549020847060000000000
2022-03-01 02:38:37.000 UTC,0x3b9e5ae72d068448bb96786989c0d86fbc0551d1,staked,2153601982090783423904000
2022-03-02 07:37:58.000 UTC,0xa51a9d6eee7552ab3d0a5554d90256a7cc6dd816,staked,75284417761169279086515
2022-03-02 08:00:12.000 UTC,0x82d751c236cb6c682a54196ef6fc01021a101a1b,unstaked,354400792013073793748670
2022-03-02 08:28:11.000 UTC,0x01af8665f28ff2c162936772ad2e500f94a7e583,staked,43879716201191988297180
2022-03-02 08:36:04.000 UTC,0x986dca567442c1ff8b47eb10b3281765006016f9,unstaked,848339614909445784207559
2022-03-02 08:53:25.000 UTC,0x86c4a28ed9d3548480ab742b6edc04419972965c,staked,148805696147783362593360
2022-03-02 09:08:23.000 UTC,0x8c7d7b46596b1c6f5d4723a2970957e1b183acb2,staked,83263128124731605025885
