timestamp,staking_provider,event,application,amount_variation,current_balance
2022-10-03 18:03:11.000 UTC,0xe4a3492c8b085ab5edb6fdae329f172056f6b04e,authIncreased,tbtc,10261923747650894738207024,10261923747650894738207024
2022-10-03 18:03:59.000 UTC,0xe4a3492c8b085ab5edb6fdae329f172056f6b04e,authIncreased,randombeacon,10261923747650894738207024,10261923747650894738207024
2022-10-04 00:02:47.000 UTC,0xe3b1c5653d520e8e8c60fe76dbc61f0e2259a376,authIncreased,tbtc,430732731726027397260274,430732731726027397260274
2022-10-04 00:03:11.000 UTC,0xe3b1c5653d520e8e8c60fe76dbc61f0e2259a376,authIncreased,randombeacon,430732731726027397260274,430732731726027397260274
2022-10-04 00:04:35.000 UTC,0xd517479acaef258baa3ba6a351e9c714a79d597e,authIncreased,tbtc,1514011837171455627159932,1514011837171455627159932
2022-10-04 00:05:11.000 UTC,0xd517479acaef258baa3ba6a351e9c714a79d597e,authIncreased,randombeacon,1514011837171455627159932,1514011837171455627159932
2022-10-04 01:55:11.000 UTC,0x02a527084f5e73af7781846762c8753acd096461,authIncreased,tbtc,100269906552601759205096,100269906552601759205096
2022-10-04 01:55:47.000 UTC,0x02a527084f5e73af7781846762c8753acd096461,authIncreased,randombeacon,100269906552601759205096,100269906552601759205096
2022-10-04 04:37:23.000 UTC,0xddca0a903f6b17a7b785af31b9749f6f95ed86b1,authIncreased,randombeacon,50000000000000000000000,50000000000000000000000
2022-10-04 04:37:59.000 UTC,0xddca0a903f6b17a7b785af31b9749f6f95ed86b1,authIncreased,tbtc,50000000000000000000000,50000000000000000000000
2022-10-04 05:12:59.000 UTC,0xc120ab7977bdda3b57f191dbf41a1af7da794baa,authIncreased,tbtc,4180151940611762389100000,4180151940611762389100000
2022-10-04 05:17:59.000 UTC,0xc120ab7977bdda3b57f191dbf41a1af7da794baa,authIncreased,randombeacon,4180151940611762389100000,4180151940611762389100000
2022-10-04 07:14:35.000 UTC,0x4553daa29662971ff6f1ca59390287e8bc25825f,authIncreased,tbtc,657992994205129687778370,657992994205129687778370
2022-10-04 07:15:23.000 UTC,0x4553daa29662971ff6f1ca59390287e8bc25825f,authIncreased,randombeacon,657992994205129687778370,657992994205129687778370
2022-10-04 07:32:23.000 UTC,0x0f35c836864875c8e9392da147f41300ab538091,authIncreased,tbtc,400000000000000000000000,400000000000000000000000
2022-10-04 07:33:23.000 UTC,0x0f35c836864875c8e9392da147f41300ab538091,authIncreased,randombeacon,853229573064958545674479,853229573064958545674479
2022-10-04 07:34:11.000 UTC,0x0f35c836864875c8e9392da147f41300ab538091,authIncreased,tbtc,453229573064958545674479,853229573064958545674479
2022-10-04 07:51:11.000 UTC,0xa7baca5a92842689359fb1782e75d6eff59152e6,authIncreased,tbtc,19615313876194718421884640,19615313876194718421884640
2022-10-04 07:54:11.000 UTC,0xa7baca5a92842689359fb1782e75d6eff59152e6,authIncreased,randombeacon,19615313876194718421884640,19615313876194718421884640
2022-10-04 12:22:23.000 UTC,0xd680b01503cf95a489010da7409980060991d096,authIncreased,tbtc,3258742848027300964630755,3258742848027300964630755
2022-10-04 12:23:23.000 UTC,0xd680b01503cf95a489010da7409980060991d096,authIncreased,randombeacon,3258742848027300964630755,3258742848027300964630755
2022-10-04 13:07:47.000 UTC,0x8c4d058ec1ed52fd75fbbf04c6c625289b47733b,authIncreased,tbtc,40101000000000000000000,40101000000000000000000
2022-10-04 13:09:11.000 UTC,0x8c4d058ec1ed52fd75fbbf04c6c625289b47733b,authIncreased,randombeacon,40101000000000000000000,40101000000000000000000
2022-10-04 13:20:59.000 UTC,0x8c4d058ec1ed52fd75fbbf04c6c625289b47733b,authIncreased,tbtc,3332519604217534246575,43433519604217534246575
2022-10-04 13:21:23.000 UTC,0x8c4d058ec1ed52fd75fbbf04c6c625289b47733b,authIncreased,randombeacon,3332519604217534246575,43433519604217534246575
2022-10-04 15:26:11.000 UTC,0x6dbf294a157241831dc93f0e66cd9a9f2290e285,authIncreased,randombeacon,40220406217014412895000,40220406217014412895000
2022-10-04 15:26:23.000 UTC,0x6dbf294a157241831dc93f0e66cd9a9f2290e285,authIncreased,tbtc,40220406217014412895000,40220406217014412895000
2022-10-04 17:03:23.000 UTC,0xddca0a903f6b17a7b785af31b9749f6f95ed86b1,authIncreased,tbtc,8047294690285278127891511,8097294690285278127891511
2022-10-04 17:06:11.000 UTC,0xddca0a903f6b17a7b785af31b9749f6f95ed86b1,authIncreased,randombeacon,8047294690285278127891511,8097294690285278127891511
2022-10-05 06:55:23.000 UTC,0x9919c9f5cbbaa42cb3bea153e14e16f85fea5b5d,authIncreased,tbtc,4888863739741117500000000,4888863739741117500000000
2022-10-05 06:55:47.000 UTC,0x9919c9f5cbbaa42cb3bea153e14e16f85fea5b5d,authIncreased,randombeacon,4888863739741117500000000,4888863739741117500000000
2022-10-05 17:20:47.000 UTC,0x456d643cd97b058fd3bbbeb76f04b1de3679bc6a,authIncreased,tbtc,498461099690270525046615,498461099690270525046615
2022-10-05 17:21:47.000 UTC,0x456d643cd97b058fd3bbbeb76f04b1de3679bc6a,authIncreased,randombeacon,498461099690270525046615,498461099690270525046615
2022-10-05 20:50:47.000 UTC,0x7c0b37ac444f09f40a1f89b49dc53bef6829f8d0,authIncreased,tbtc,9654394057663393650610176,9654394057663393650610176
2022-10-05 20:51:47.000 UTC,0x7c0b37ac444f09f40a1f89b49dc53bef6829f8d0,authIncreased,randombeacon,9654394057663393650610176,9654394057663393650610176
2022-10-05 20:58:23.000 UTC,0xca5ac1b59796be580820e9c66d395977d4f7c3c0,authIncreased,tbtc,23000000000052120958060264,23000000000052120958060264
2022-10-05 20:59:23.000 UTC,0xca5ac1b59796be580820e9c66d395977d4f7c3c0,authIncreased,randombeacon,23000000000052120958060264,23000000000052120958060264
2022-10-06 05:30:11.000 UTC,0xf425a57ec73a25a3b1a08ea7f88a5c9e080c9ed4,authIncreased,randombeacon,200000000000000000000000,200000000000000000000000
2022-10-06 05:35:35.000 UTC,0xf425a57ec73a25a3b1a08ea7f88a5c9e080c9ed4,authIncreased,tbtc,254935598694766851007610,254935598694766851007610
2022-10-06 05:36:23.000 UTC,0xf425a57ec73a25a3b1a08ea7f88a5c9e080c9ed4,authIncreased,randombeacon,54935598694766851007610,254935598694766851007610
2022-10-06 06:18:59.000 UTC,0xb2e1515dfe9bde106299c33529c582e5388d195d,authIncreased,tbtc,700000000000000000000000,700000000000000000000000
2022-10-06 06:20:23.000 UTC,0xb2e1515dfe9bde106299c33529c582e5388d195d,authIncreased,randombeacon,300000000000000000000000,300000000000000000000000
2022-10-07 00:23:35.000 UTC,0x969de568df4cec02e682acf75d7ed9f048de3aba,authIncreased,tbtc,599999000000000000000000,599999000000000000000000
2022-10-07 00:23:35.000 UTC,0x969de568df4cec02e682acf75d7ed9f048de3aba,authIncreased,randombeacon,599999000000000000000000,599999000000000000000000
2022-10-07 01:41:11.000 UTC,0x43e17eecac8812b8e96e89b6075c5de63680d194,authIncreased,tbtc,52737876567616678466227440,52737876567616678466227440
2022-10-07 01:41:59.000 UTC,0x43e17eecac8812b8e96e89b6075c5de63680d194,authIncreased,randombeacon,52737876567616678466227440,52737876567616678466227440
2022-10-07 15:49:47.000 UTC,0x5c2de03ad7c5c927e580a70dd1d44d3e27146780,authIncreased,tbtc,10000000000000000000000000,10000000000000000000000000
2022-10-07 15:49:59.000 UTC,0x5c2de03ad7c5c927e580a70dd1d44d3e27146780,authIncreased,randombeacon,10000000000000000000000000,10000000000000000000000000
2022-10-07 20:43:35.000 UTC,0x0c635dc500222af8a12072922c6ac5a4fc536fac,authIncreased,tbtc,453158116350005947405421,453158116350005947405421
2022-10-07 20:44:11.000 UTC,0x0c635dc500222af8a12072922c6ac5a4fc536fac,authIncreased,randombeacon,453158116350005947405421,453158116350005947405421
2022-10-08 01:43:59.000 UTC,0x36efdc29c776c35b55d08e657bf3048edf65b1dd,authIncreased,tbtc,358211799966041790230847,358211799966041790230847
2022-10-08 01:45:23.000 UTC,0x36efdc29c776c35b55d08e657bf3048edf65b1dd,authIncreased,randombeacon,358211799966041790230847,358211799966041790230847
2022-10-08 02:22:11.000 UTC,0xb70aa6a5e459bec8f56a36727b97b1d4277437f7,authIncreased,tbtc,2121303923584528392431512,2121303923584528392431512
2022-10-08 02:23:35.000 UTC,0xb70aa6a5e459bec8f56a36727b97b1d4277437f7,authIncreased,randombeacon,2121303923584528392431512,2121303923584528392431512
2022-10-08 10:45:11.000 UTC,0xc26ef6cf900d9302ec4a9f0b67cd1ee7d9009f1e,authIncreased,tbtc,40000000000000000000000,40000000000000000000000
2022-10-08 10:47:47.000 UTC,0xc26ef6cf900d9302ec4a9f0b67cd1ee7d9009f1e,authIncreased,tbtc,0,40000000000000000000000
2022-10-08 10:49:59.000 UTC,0xc26ef6cf900d9302ec4a9f0b67cd1ee7d9009f1e,authIncreased,randombeacon,40000000000000000000000,40000000000000000000000
2022-10-08 12:42:47.000 UTC,0x48214cd3057a21234963d7ec95f7e1db6bb91de1,authIncreased,tbtc,57933204796541886733740,57933204796541886733740
2022-10-08 16:42:47.000 UTC,0x817adcb8ac1185e60f8c455edca822494a94c7eb,authIncreased,tbtc,2010724468671360000000000,2010724468671360000000000
2022-10-08 16:43:47.000 UTC,0x817adcb8ac1185e60f8c455edca822494a94c7eb,authIncreased,randombeacon,2010724468671360000000000,2010724468671360000000000
2022-10-08 18:21:59.000 UTC,0x5505e84a4717d3323ec1e1a5b2b6588d3802f470,authIncreased,tbtc,74800119200000000000000,74800119200000000000000
2022-10-08 18:23:11.000 UTC,0x5505e84a4717d3323ec1e1a5b2b6588d3802f470,authIncreased,randombeacon,74800119200000000000000,74800119200000000000000
2022-10-08 21:40:59.000 UTC,0x8d06f731e86082b1922afa9002f164e1622bb011,authIncreased,tbtc,403930175281369600823984,403930175281369600823984
2022-10-08 21:41:35.000 UTC,0x8d06f731e86082b1922afa9002f164e1622bb011,authIncreased,randombeacon,403930175281369600823984,403930175281369600823984
2022-10-08 23:28:47.000 UTC,0xf2962794ebe69fc88f8db441c1cd13b9f90b1fe7,authIncreased,tbtc,27287983461457573069813527,27287983461457573069813527
2022-10-08 23:29:47.000 UTC,0xf2962794ebe69fc88f8db441c1cd13b9f90b1fe7,authIncreased,randombeacon,27287983461457573069813527,27287983461457573069813527
2022-10-09 09:14:35.000 UTC,0xe257ced69027a245cb776850ea2b9a33fe8c7d62,authIncreased,tbtc,52546258850848857792731,52546258850848857792731
2022-10-09 11:13:59.000 UTC,0xbb863b43823a4b01a5526c00a3de57cc530643c7,authIncreased,tbtc,2552932906573280969087774,2552932906573280969087774
2022-10-09 11:15:35.000 UTC,0xbb863b43823a4b01a5526c00a3de57cc530643c7,authIncreased,randombeacon,2552932906573280969087774,2552932906573280969087774
2022-10-09 13:59:23.000 UTC,0x1ff6daf48807564a5799214d98e6df5f54ccf621,authIncreased,tbtc,2511215286917879186921640,2511215286917879186921640
2022-10-09 14:00:11.000 UTC,0x1ff6daf48807564a5799214d98e6df5f54ccf621,authIncreased,randombeacon,2511215286917879186921640,2511215286917879186921640
2022-10-09 14:43:47.000 UTC,0x6f653c3ab0a9ef866e4ba99ce40340129ce2cc4c,authIncreased,randombeacon,884500000000000000000000,884500000000000000000000
2022-10-09 14:44:23.000 UTC,0x6f653c3ab0a9ef866e4ba99ce40340129ce2cc4c,authIncreased,tbtc,884500000000000000000000,884500000000000000000000
2022-10-09 17:41:47.000 UTC,0xa85cbb2742af43f7579c232a0d326ea060af55fd,authIncreased,tbtc,100055000000000000000000,100055000000000000000000
2022-10-09 17:43:11.000 UTC,0xa85cbb2742af43f7579c232a0d326ea060af55fd,authIncreased,randombeacon,100055000000000000000000,100055000000000000000000
2022-10-09 19:22:47.000 UTC,0xf9283ac13aec8a2b60a56a82f1f5e4da1742ccf8,authIncreased,tbtc,4109151394737464218420587,4109151394737464218420587
2022-10-09 19:23:35.000 UTC,0xf9283ac13aec8a2b60a56a82f1f5e4da1742ccf8,authIncreased,randombeacon,4109151394737464218420587,4109151394737464218420587
2022-10-09 22:13:23.000 UTC,0x2215a197a32834ef93c4d1029551bb8d3b924dcc,authIncreased,tbtc,113273456773934741423541,113273456773934741423541
2022-10-09 22:14:23.000 UTC,0x2215a197a32834ef93c4d1029551bb8d3b924dcc,authIncreased,randombeacon,113273456773934741423541,113273456773934741423541
2022-10-09 22:14:47.000 UTC,0x17ede21b60c44a0139968e0d1d9a001d2bdc8f85,authIncreased,tbtc,539724000000000000000000,539724000000000000000000
2022-10-09 22:15:47.000 UTC,0x17ede21b60c44a0139968e0d1d9a001d2bdc8f85,authIncreased,randombeacon,539724000000000000000000,539724000000000000000000
2022-10-09 23:03:11.000 UTC,0x700277deaf138c6af9b3177f83918b6a3544f27f,authIncreased,tbtc,2730541717426792322666398,2730541717426792322666398
2022-10-09 23:05:23.000 UTC,0x700277deaf138c6af9b3177f83918b6a3544f27f,authIncreased,randombeacon,2730541717426792322666398,2730541717426792322666398
2022-10-10 02:48:59.000 UTC,0x5c1e558299e5ec7acd3ef15d2af9b73781ee8f8c,authIncreased,tbtc,73397940557369642820000,73397940557369642820000
2022-10-10 02:49:47.000 UTC,0x5c1e558299e5ec7acd3ef15d2af9b73781ee8f8c,authIncreased,randombeacon,73397940557369642820000,73397940557369642820000
2022-10-10 03:57:47.000 UTC,0x0014ca7693cf4720b8e3ae053bd949e23bcd1a56,authIncreased,tbtc,193938558651520000000000,193938558651520000000000
2022-10-10 04:00:23.000 UTC,0x0014ca7693cf4720b8e3ae053bd949e23bcd1a56,authIncreased,randombeacon,193938558651520000000000,193938558651520000000000
2022-10-10 11:56:35.000 UTC,0x8d8064696a2c9d9e6ac2805ed6a51baa0d00079d,authIncreased,tbtc,40000000000000000000000,40000000000000000000000
2022-10-10 12:00:35.000 UTC,0x8d8064696a2c9d9e6ac2805ed6a51baa0d00079d,authIncreased,randombeacon,40000000000000000000000,40000000000000000000000
2022-10-10 14:46:23.000 UTC,0x4cff511301c6859b074cf89d17ec23b8537a5576,authIncreased,tbtc,126237776324008732074434,126237776324008732074434
2022-10-10 14:46:59.000 UTC,0x4cff511301c6859b074cf89d17ec23b8537a5576,authIncreased,randombeacon,126237776324008732074434,126237776324008732074434
2022-10-10 16:17:23.000 UTC,0xd7c6dcfc25ff4e0c76d7753db848e38f90e056e4,authIncreased,tbtc,579283151832915442192638,579283151832915442192638
2022-10-10 16:21:11.000 UTC,0xd7c6dcfc25ff4e0c76d7753db848e38f90e056e4,authIncreased,randombeacon,579283151832915442192638,579283151832915442192638
2022-10-10 18:34:47.000 UTC,0x1147ccfb4aefc6e587a23b78724ef20ec6e474d4,authIncreased,tbtc,483102051756756616000000,483102051756756616000000
2022-10-10 18:35:23.000 UTC,0x1147ccfb4aefc6e587a23b78724ef20ec6e474d4,authIncreased,randombeacon,483102051756756616000000,483102051756756616000000
2022-10-11 20:04:35.000 UTC,0xc24cacfae6e5d0177e294a89486afddf2144f20f,authIncreased,tbtc,2000000000000000000000000,2000000000000000000000000
2022-10-11 20:05:23.000 UTC,0xc24cacfae6e5d0177e294a89486afddf2144f20f,authIncreased,randombeacon,2000000000000000000000000,2000000000000000000000000
2022-10-12 15:38:59.000 UTC,0x0c19a07242755b3f107cfb4c74d236a18548541f,authIncreased,randombeacon,5042435950473864675474801,5042435950473864675474801
2022-10-12 15:38:59.000 UTC,0x606c9936a8b5c70061b3464424ab7d45302ef9b7,authIncreased,randombeacon,2781473796619241863723481,2781473796619241863723481
2022-10-12 15:41:11.000 UTC,0x0c19a07242755b3f107cfb4c74d236a18548541f,authIncreased,tbtc,5042435950473864675474801,5042435950473864675474801
2022-10-12 15:45:11.000 UTC,0x606c9936a8b5c70061b3464424ab7d45302ef9b7,authIncreased,tbtc,2781473796619241863723481,2781473796619241863723481
2022-10-13 07:53:23.000 UTC,0x0154c52ec5b6a3010758dde78079589e67526767,authIncreased,tbtc,43538746875557178648565,43538746875557178648565
2022-10-13 07:54:23.000 UTC,0x0154c52ec5b6a3010758dde78079589e67526767,authIncreased,randombeacon,43538746875557178648565,43538746875557178648565
2022-10-13 09:58:59.000 UTC,0xd6edf0bc0c19f87ecef67632bfcd212ce8324ab9,authIncreased,tbtc,6655083424376599299769500,6655083424376599299769500
2022-10-13 10:00:23.000 UTC,0xd6edf0bc0c19f87ecef67632bfcd212ce8324ab9,authIncreased,randombeacon,6655083424376599299769500,6655083424376599299769500
2022-10-13 10:21:23.000 UTC,0xfd771e3e34a93e19caad4c11c3be16c70d5ec2fd,authIncreased,tbtc,8878008876380566232312730,8878008876380566232312730
2022-10-13 10:22:35.000 UTC,0xfd771e3e34a93e19caad4c11c3be16c70d5ec2fd,authIncreased,randombeacon,8878008876380566232312730,8878008876380566232312730
2022-10-14 01:05:59.000 UTC,0xb55da62edb32d914ef5e08b622af5567b8620e43,authIncreased,tbtc,90822646218276444149883,90822646218276444149883
2022-10-14 01:06:35.000 UTC,0xb55da62edb32d914ef5e08b622af5567b8620e43,authIncreased,randombeacon,90822646218276444149883,90822646218276444149883
2022-10-14 13:36:59.000 UTC,0xc8c36fa036244658920bc78d316efa4c9d98f306,authIncreased,tbtc,8928280866251551731110329,8928280866251551731110329
2022-10-14 13:39:11.000 UTC,0xc8c36fa036244658920bc78d316efa4c9d98f306,authIncreased,randombeacon,8928280866251551731110329,8928280866251551731110329
2022-10-14 14:04:35.000 UTC,0x2cd8f299c4ab002e486037e0bb43d276a8955696,authIncreased,tbtc,6111080082081708520093125,6111080082081708520093125
2022-10-14 14:06:11.000 UTC,0x2cd8f299c4ab002e486037e0bb43d276a8955696,authIncreased,randombeacon,6111080082081708520093125,6111080082081708520093125
2022-10-14 15:17:35.000 UTC,0xfef6503a2cf17db14fae5d5874a50522677cfcec,authIncreased,tbtc,4500000000000000000000000,4500000000000000000000000
2022-10-14 15:18:47.000 UTC,0xfef6503a2cf17db14fae5d5874a50522677cfcec,authIncreased,randombeacon,4500000000000000000000000,4500000000000000000000000
2022-10-14 16:26:59.000 UTC,0xc8a6bfe0834fb99340a0df253d79b7cae25053b8,authIncreased,tbtc,122481634626210000000000,122481634626210000000000
2022-10-14 16:27:47.000 UTC,0xc8a6bfe0834fb99340a0df253d79b7cae25053b8,authIncreased,randombeacon,122481634626210000000000,122481634626210000000000
2022-10-14 16:50:47.000 UTC,0x492af9a0b99fed66dce727bb96ad133db83cdaf6,authIncreased,tbtc,598466752834699069621441,598466752834699069621441
2022-10-14 16:51:35.000 UTC,0x492af9a0b99fed66dce727bb96ad133db83cdaf6,authIncreased,randombeacon,598466752834699069621441,598466752834699069621441
2022-10-15 08:27:35.000 UTC,0xb2e1515dfe9bde106299c33529c582e5388d195d,authIncreased,tbtc,367111152968844131117060,1067111152968844131117060
2022-10-15 10:02:35.000 UTC,0x8d34285c047d5d8757551baa45e471e62e72f468,authIncreased,tbtc,11860456560242180737573530,11860456560242180737573530
2022-10-15 10:11:35.000 UTC,0x8d34285c047d5d8757551baa45e471e62e72f468,authIncreased,randombeacon,11860456560242180737573530,11860456560242180737573530
2022-10-15 14:21:11.000 UTC,0x9709173ed6f194a953a77204359dbfd0e88a54d0,authIncreased,tbtc,1184016906975935864882190,1184016906975935864882190
2022-10-15 14:22:11.000 UTC,0x9709173ed6f194a953a77204359dbfd0e88a54d0,authIncreased,randombeacon,1184016906975935864882190,1184016906975935864882190
2022-10-16 01:51:47.000 UTC,0x5aadfec6a407f6730a4cfac54b472b23d42a718d,authIncreased,tbtc,98702682024550588403657,98702682024550588403657
2022-10-16 01:52:23.000 UTC,0x5aadfec6a407f6730a4cfac54b472b23d42a718d,authIncreased,randombeacon,98702682024550588403657,98702682024550588403657
2022-10-16 15:05:23.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,tbtc,18211822496023898323122450,18211822496023898323122450
2022-10-16 15:05:59.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,randombeacon,18211822496023898323122450,18211822496023898323122450
2022-10-16 15:18:47.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,tbtc,304836950385324479850000,18516659446409222802972450
2022-10-16 15:19:35.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,randombeacon,304836950385324479850000,18516659446409222802972450
2022-10-16 15:23:23.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,tbtc,579735312379264644952421,19096394758788487447924871
2022-10-16 15:24:11.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,randombeacon,579735312379264644952421,19096394758788487447924871
2022-10-16 19:10:59.000 UTC,0xf569a5868bc1d5c44fe41198a6e9f199c9a60d42,authIncreased,randombeacon,826325321458680004098630,826325321458680004098630
2022-10-16 19:11:35.000 UTC,0xf569a5868bc1d5c44fe41198a6e9f199c9a60d42,authIncreased,tbtc,826325321458680004098630,826325321458680004098630
2022-10-16 21:03:35.000 UTC,0x8d0b183b68cc93b9f9e1490c85b4a4965ef5cd3b,authIncreased,tbtc,35429647324304068579036352,35429647324304068579036352
2022-10-16 21:04:11.000 UTC,0x8d0b183b68cc93b9f9e1490c85b4a4965ef5cd3b,authIncreased,randombeacon,35429647324304068579036352,35429647324304068579036352
2022-10-16 21:46:59.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,tbtc,2773108604583450000000000,21869503363371937447924871
2022-10-16 21:47:47.000 UTC,0x83237ba2b7d0bf23090196fccbfb2be1ef21580d,authIncreased,randombeacon,2773108604583450000000000,21869503363371937447924871
2022-10-16 23:35:59.000 UTC,0x9b50ef882cd1c08c0ae07ec68f69013e94caa782,authIncreased,tbtc,641137085465047006224536,641137085465047006224536
2022-10-16 23:37:11.000 UTC,0x9b50ef882cd1c08c0ae07ec68f69013e94caa782,authIncreased,randombeacon,641137085465047006224536,641137085465047006224536
2022-10-17 08:29:11.000 UTC,0xce4407df6ae8a92eb69412bd6a8ec49a9b9b40dd,authIncreased,tbtc,5463190587602651655786936,5463190587602651655786936
2022-10-17 08:29:47.000 UTC,0xce4407df6ae8a92eb69412bd6a8ec49a9b9b40dd,authIncreased,randombeacon,5463190587602651655786936,5463190587602651655786936
2022-10-17 09:30:47.000 UTC,0xa6a2ae15f74f1e3f574f419a8853f0c9b095bc48,authIncreased,tbtc,16975906315713162797550480,16975906315713162797550480
2022-10-17 09:31:47.000 UTC,0xa6a2ae15f74f1e3f574f419a8853f0c9b095bc48,authIncreased,randombeacon,16975906315713162797550480,16975906315713162797550480
2022-10-17 17:10:35.000 UTC,0xa829c2e33907ab03d27d5dbb39effd8386112789,authIncreased,tbtc,6996632068281089779884885,6996632068281089779884885
2022-10-17 17:11:11.000 UTC,0xa829c2e33907ab03d27d5dbb39effd8386112789,authIncreased,randombeacon,6996632068281089779884885,6996632068281089779884885
2022-10-17 18:29:35.000 UTC,0xb70c8d55d397aa5d76f96c64b3e4084db95c739e,authIncreased,tbtc,9246620724555126390309173,9246620724555126390309173
2022-10-17 18:30:35.000 UTC,0xb70c8d55d397aa5d76f96c64b3e4084db95c739e,authIncreased,randombeacon,9246620724555126390309173,9246620724555126390309173
2022-10-17 19:10:35.000 UTC,0xece5148dc2ec7031c2171959bad71e9a3bb06df5,authIncreased,tbtc,481091949529900836649267,481091949529900836649267
2022-10-17 19:10:59.000 UTC,0xece5148dc2ec7031c2171959bad71e9a3bb06df5,authIncreased,randombeacon,481091949529900836649267,481091949529900836649267
2022-10-17 21:25:11.000 UTC,0xdc09db6e5da859edeb7fc7bdcf47545056dc35f7,authIncreased,tbtc,20000000000000000000000000,20000000000000000000000000
2022-10-17 21:26:11.000 UTC,0xdc09db6e5da859edeb7fc7bdcf47545056dc35f7,authIncreased,randombeacon,20000000000000000000000000,20000000000000000000000000
2022-10-17 21:53:35.000 UTC,0xf66201810dc33d20707e31d981ca088128f04616,authIncreased,tbtc,1271214620901346300745104,1271214620901346300745104
2022-10-17 21:53:59.000 UTC,0xf66201810dc33d20707e31d981ca088128f04616,authIncreased,randombeacon,1271214620901346300745104,1271214620901346300745104
2022-10-17 21:56:59.000 UTC,0xda08c16c86b78cd56cb10fdc0370efc549d8638b,authIncreased,randombeacon,36000000000000000000000000,36000000000000000000000000
2022-10-17 21:57:47.000 UTC,0xda08c16c86b78cd56cb10fdc0370efc549d8638b,authIncreased,tbtc,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:01:11.000 UTC,0xc0b851dcbf00ba59d8b1f490af93dec4275cffcc,authIncreased,randombeacon,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:01:47.000 UTC,0xc0b851dcbf00ba59d8b1f490af93dec4275cffcc,authIncreased,tbtc,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:03:59.000 UTC,0x372626ff774573e82eb7d4545ee96f68f75aaff6,authIncreased,randombeacon,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:04:35.000 UTC,0x372626ff774573e82eb7d4545ee96f68f75aaff6,authIncreased,tbtc,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:06:23.000 UTC,0xb88a62417eb9e6320af7620be0cfbe2dddd435a5,authIncreased,randombeacon,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:06:59.000 UTC,0xb88a62417eb9e6320af7620be0cfbe2dddd435a5,authIncreased,tbtc,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:20:11.000 UTC,0xb78f9efe4f713feefcab466d2ee41972a0e45205,authIncreased,tbtc,36000000000000000000000000,36000000000000000000000000
2022-10-17 22:20:47.000 UTC,0xb78f9efe4f713feefcab466d2ee41972a0e45205,authIncreased,randombeacon,36000000000000000000000000,36000000000000000000000000
2022-10-18 01:17:23.000 UTC,0x1d2dfce7f23669dcafaa376314fa0ae938c8641c,authIncreased,tbtc,411166756037800305347957,411166756037800305347957
2022-10-18 01:18:11.000 UTC,0x1d2dfce7f23669dcafaa376314fa0ae938c8641c,authIncreased,randombeacon,411166756037800305347957,411166756037800305347957
2022-10-18 18:37:35.000 UTC,0xee2ab8410e1f7c4b75c5f7948e127e2d1424eded,authIncreased,randombeacon,48630440400000000000000,48630440400000000000000
2022-10-18 18:37:59.000 UTC,0xee2ab8410e1f7c4b75c5f7948e127e2d1424eded,authIncreased,tbtc,48630440400000000000000,48630440400000000000000
2022-10-19 14:54:11.000 UTC,0xc8c36fa036244658920bc78d316efa4c9d98f306,authIncreased,tbtc,2000000000000000000000000,10928280866251551731110329
2022-10-19 14:55:11.000 UTC,0xc8c36fa036244658920bc78d316efa4c9d98f306,authIncreased,randombeacon,2000000000000000000000000,10928280866251551731110329
2022-10-19 17:15:11.000 UTC,0x273e8fd331908515cdfeaca34e376e13000a362f,authIncreased,tbtc,297690913838762036625672,297690913838762036625672
2022-10-19 17:15:47.000 UTC,0x273e8fd331908515cdfeaca34e376e13000a362f,authIncreased,randombeacon,297690913838762036625672,297690913838762036625672
2022-10-23 10:52:59.000 UTC,0xe257ced69027a245cb776850ea2b9a33fe8c7d62,authIncreased,randombeacon,52546258850848857792731,52546258850848857792731
2022-10-23 22:02:47.000 UTC,0x17ede21b60c44a0139968e0d1d9a001d2bdc8f85,authIncreased,tbtc,117263000000000000000000,656987000000000000000000
2022-10-23 22:03:35.000 UTC,0x17ede21b60c44a0139968e0d1d9a001d2bdc8f85,authIncreased,randombeacon,117263000000000000000000,656987000000000000000000
2022-10-25 17:26:59.000 UTC,0xbc0bf5f1d367259cd381ba77b219b8c3fba9385d,authIncreased,tbtc,300000000000000000000000,300000000000000000000000
2022-10-25 17:27:23.000 UTC,0xbc0bf5f1d367259cd381ba77b219b8c3fba9385d,authIncreased,randombeacon,300000000000000000000000,300000000000000000000000
