timestamp,bake_tezos__reward,adjustedReward,delegate_tezos__reward,delegateadjustedReward,total_staked,priceUsd,marketcapUsd
1607067630,6.071156,1.243,5.465237,0.637081,79.571451,2.39,1798023587
1607060429,6.070996,1.242914,5.465093,0.63701,79.572331,2.39,1800316727
1607053231,6.071029,1.243037,5.465123,0.63713,79.570414,2.36,1775310292
1607046033,6.070983,1.242918,5.465082,0.637016,79.572218,2.4,1803861108
1607038831,6.069804,1.241663,5.46402,0.635879,79.588926,2.41,1809353546
1607031631,6.07012,1.241901,5.464305,0.636085,79.586073,2.41,1815190979
1607024433,6.06952,1.241217,5.463764,0.635461,79.59532,2.41,1813180391
1607017233,6.07101,1.241866,5.465106,0.635962,79.589631,2.41,1806591965
1607010032,6.069288,1.239934,5.463555,0.634202,79.61567,2.42,1817523935
1607002833,6.073857,1.244605,5.467669,0.638416,79.554112,2.41,1814248483
1606995629,6.073612,1.244501,5.467448,0.638337,79.554993,2.42,1827202517
1606988428,6.072723,1.243813,5.466648,0.637738,79.563328,2.42,1814637175
1606981228,6.073314,1.244504,5.467179,0.638369,79.55395,2.41,1808747715
1606974030,6.073681,1.244695,5.46751,0.638524,79.552033,2.42,1823267300
1606966831,6.074782,1.244812,5.468501,0.638531,79.553826,2.41,1810044961
1606959631,6.074068,1.244442,5.467859,0.638232,79.557513,2.41,1814791857
1606952432,6.075931,1.244827,5.469535,0.638431,79.557437,2.4,1805070284
1606945232,6.076358,1.245201,5.46992,0.638763,79.552723,2.39,1796456843
1606938034,6.075183,1.247796,5.468862,0.641475,79.506059,2.39,1793953398
1606930833,6.075221,1.24775,5.468896,0.641425,79.506932,2.37,1778255221
1606923631,6.074914,1.247408,5.46862,0.641114,79.511531,2.37,1782279300
1606916431,6.074534,1.246994,5.468278,0.640738,79.517065,2.38,1792094159
1606909231,6.074824,1.247339,5.468539,0.641054,79.51236,2.39,1794000980
1606902028,6.075078,1.247565,5.468768,0.641254,79.509506,2.37,1785987684
1606894828,6.075329,1.247789,5.468993,0.641454,79.50666,2.36,1776093107
1606887629,6.074953,1.247376,5.468655,0.641078,79.512191,2.31,1738294845
1606880429,6.083525,1.255884,5.476371,0.64873,79.401211,2.33,1746572917
1606873233,6.084185,1.256308,5.476965,0.649089,79.396474,2.35,1767897743
1606866031,6.083154,1.25536,5.476038,0.648243,79.406679,2.33,1749764467
1606858832,6.083189,1.255258,5.476069,0.648138,79.408476,2.4,1804163890
1606851634,6.083142,1.255308,5.476027,0.648192,79.407496,2.43,1815589950
1606844435,6.083933,1.256211,5.476739,0.649017,79.395329,2.33,1748964505
1606837231,6.084901,1.257039,5.47761,0.649748,79.385001,2.38,1795133751
1606830030,6.0867,1.258549,5.479229,0.651079,79.366273,2.3,1732322341
1606822829,6.085056,1.25674,5.47775,0.649433,79.390439,2.47,1872246168
1606815630,6.084104,1.255923,5.476893,0.648712,79.400643,2.52,1895701548
1606808430,6.08576,1.257403,5.478383,0.650027,79.381919,2.51,1882125673
1606801229,6.085926,1.257556,5.478521,0.650151,79.379974,2.45,1836725231
1606794031,6.088569,1.25981,5.480901,0.652141,79.351909,2.47,1849385978
1606786834,6.088918,1.259717,5.481215,0.652014,79.354616,2.45,1852416678
1606779632,6.088326,1.259257,5.480682,0.651613,79.360161,2.48,1864786431
1606772432,6.087867,1.258995,5.480268,0.651397,79.362909,2.48,1860708780
1606765234,6.087201,1.258577,5.479669,0.651045,79.36752,2.47,1859213331
1606758035,6.086847,1.257941,5.479351,0.650444,79.376775,2.47,1857488586
1606750832,6.087008,1.258034,5.479496,0.650522,79.375788,2.47,1854720689
1606743632,6.065013,1.236425,5.459696,0.631108,79.657288,2.38,1787441579
1606736428,6.064487,1.235982,5.459222,0.630717,79.662822,2.4,1798830708
1606729228,6.064847,1.235946,5.459546,0.630645,79.664624,2.34,1772330243
1606722028,6.064299,1.235499,5.459053,0.630253,79.670159,2.4,1805647560
1606714830,6.064107,1.23552,5.45888,0.630293,79.669178,2.42,1820201674
1606707631,6.062388,1.234269,5.457332,0.629214,79.684038,2.43,1822335485
1606700431,6.063499,1.23416,5.458333,0.628994,79.689559,2.39,1804503793
1606693233,6.060616,1.23081,5.455737,0.625931,79.735185,2.35,1773382681
1606686031,6.060638,1.230873,5.455757,0.625993,79.734206,2.41,1806050093
1606678830,6.061536,1.231737,5.456565,0.626767,79.722961,2.33,1752136692
1606671629,6.061937,1.232104,5.456926,0.627094,79.718242,2.33,1756777009
1606664429,6.062689,1.232825,5.457604,0.62774,79.708868,2.35,1768691031
1606657229,6.063361,1.233249,5.458208,0.628097,79.704129,2.35,1770715935
1606650029,6.063034,1.232791,5.457914,0.627671,79.710587,2.36,1775329498
1606642828,6.061404,1.23122,5.456447,0.626263,79.731054,2.38,1792257012
1606635628,6.060869,1.23055,5.455966,0.625646,79.740317,2.38,1792803624
1606628429,6.060849,1.230493,5.455947,0.625591,79.741192,2.37,1781869139
1606621229,6.061106,1.230605,5.456178,0.625678,79.740196,2.33,1759727614
1606614032,6.060875,1.230336,5.455971,0.625432,79.743867,2.3,1722456066
1606606831,6.063345,1.23265,5.458194,0.627499,79.713965,2.35,1762338674
1606599629,6.063188,1.232452,5.458053,0.627317,79.716703,2.32,1746059346
1606592430,6.062723,1.232078,5.457634,0.626989,79.721315,2.37,1777089762
1606585229,6.062909,1.232232,5.457802,0.627125,79.71939,2.37,1782788943
1606578031,6.063955,1.232958,5.458743,0.627746,79.710926,2.38,1788062572
1606570831,6.064955,1.23373,5.459644,0.628419,79.701536,2.36,1758791022
1606563631,6.063609,1.23233,5.458431,0.627152,79.720126,2.29,1713468498
1606556430,6.064029,1.23287,5.45881,0.627651,79.71262,2.23,1675311206
1606549228,6.063375,1.232175,5.458221,0.627021,79.721897,2.28,1713804074
1606542028,6.063745,1.23248,5.458554,0.627289,79.718109,2.25,1690311517
1606534831,6.063456,1.232367,5.458294,0.627205,79.718996,2.26,1701017190
1606527631,6.063697,1.23259,5.458511,0.627403,79.71614,2.29,1719401664
1606520431,6.067338,1.236217,5.461788,0.630668,79.668517,2.24,1683330373
1606513230,6.067485,1.236364,5.461921,0.6308,79.6666,2.26,1706117096
1606506031,6.068474,1.237361,5.462811,0.631698,79.653485,2.23,1675895955
1606498836,6.070284,1.238979,5.46444,0.633135,79.632898,2.22,1674348241
1606491631,6.068172,1.237307,5.46254,0.631674,79.653367,2.2,1661424663
1606484428,6.068013,1.236769,5.462396,0.631152,79.661697,2.27,1707327502
1606477227,6.06677,1.234992,5.461277,0.6295,79.686808,2.24,1695986005
1606470028,6.067122,1.235972,5.461594,0.630445,79.671835,2.22,1668606992
1606462828,6.061057,1.231351,5.456134,0.626428,79.727748,2.27,1703294970
1606455629,6.060693,1.230659,5.455807,0.625773,79.737937,2.31,1748037916
1606448430,6.043855,1.228152,5.44066,0.624958,79.722966,2.29,1718598747
1606441230,6.069385,1.236448,5.463643,0.630705,79.671586,2.33,1739981350
1606434029,6.069217,1.236248,5.463492,0.630522,79.674321,2.24,1679286043
1606426830,6.069758,1.236758,5.463979,0.630978,79.667727,2.3,1702836238
1606419632,6.070368,1.237338,5.464528,0.631498,79.660214,2.16,1616800791
1606412431,6.066813,1.233845,5.461328,0.628359,79.70587,2.18,1608357184
1606405232,6.090153,1.257161,5.482338,0.649346,79.400799,2.33,1765486538
1606398028,6.092023,1.258914,5.484021,0.650913,79.378344,2.31,1731286075
1606390830,6.091698,1.258567,5.483729,0.650598,79.382948,2.37,1773229009
1606383628,6.092169,1.259121,5.484153,0.651105,79.375436,2.26,1692756674
1606376427,6.094559,1.261607,5.486305,0.653353,79.342736,2.35,1764823677
1606369228,6.093926,1.261082,5.485734,0.652891,79.349211,2.39,1796941177
1606362029,6.093346,1.260625,5.485212,0.652491,79.354754,2.38,1813186456
1606354829,6.093103,1.260521,5.484994,0.652411,79.355634,2.61,1966306667
1606347630,6.09252,1.259836,5.484469,0.651785,79.364898,2.59,1935359390
1606340433,6.092417,1.259762,5.484376,0.651721,79.365766,2.74,2052529809
1606333233,6.090441,1.257824,5.482597,0.64998,79.39089,2.82,2121983284
1606326031,6.091098,1.258531,5.483189,0.650622,79.381509,2.79,2128679963
1606318831,6.079809,1.247303,5.473027,0.64052,79.527909,2.89,2163477179
1606311630,6.078861,1.246601,5.472173,0.639913,79.536257,2.76,2060100860
1606304436,6.077951,1.245795,5.471354,0.639197,79.546461,2.66,2005412381
1606297228,6.079115,1.247283,5.472402,0.64057,79.525888,2.62,1966207700
1606290029,6.078207,1.24676,5.471585,0.640137,79.531439,2.62,1972812264
1606282829,6.077349,1.246134,5.470812,0.639597,79.538851,2.57,1910796209
1606275631,6.077892,1.246703,5.4713,0.640112,79.531316,2.61,1963966807
1606268431,6.075852,1.245268,5.469464,0.638881,79.548061,2.72,2038854289
1606261232,6.074404,1.244578,5.46816,0.638335,79.554544,2.65,1991461267
1606254033,6.073267,1.244066,5.467137,0.637936,79.559153,2.64,1988023057
1606246835,6.072817,1.244375,5.466733,0.63829,79.552557,2.7,2017301071
1606239631,6.074221,1.246424,5.467996,0.640199,79.523543,2.68,1998577341
1606232441,6.07531,1.247278,5.468977,0.640944,79.513166,2.61,1963503528
1606225229,6.18966,1.360456,5.571914,0.74271,78.063135,2.56,1911590585
1606218028,6.188856,1.36069,5.57119,0.743025,78.056502,2.63,1965819222
1606210828,6.190575,1.361768,5.572738,0.743931,78.045184,2.7,2046804853
1606203629,6.187008,1.361223,5.569527,0.743742,78.041342,2.71,2034401120
1606196428,6.200343,1.364623,5.581531,0.745811,78.033728,2.79,2087800509
1606189233,6.199626,1.364067,5.580885,0.745326,78.040158,2.68,2005079074
1606182036,6.199058,1.3632,5.580374,0.744516,78.052137,2.66,2006688275
1606174830,6.19969,1.363866,5.580943,0.745119,78.043627,2.6,1946572968
1606167632,6.192845,1.356882,5.574781,0.738818,78.132142,2.64,1973761809
1606160431,6.192702,1.356685,5.574652,0.738635,78.134814,2.53,1893302732
1606153235,6.192336,1.356554,5.574323,0.738541,78.135639,2.55,1917818910
1606146034,6.186854,1.350918,5.569388,0.733452,78.207362,2.54,1921312005
1606138831,6.189966,1.354087,5.57219,0.73631,78.167125,2.49,1862913878
1606131629,6.188226,1.352501,5.570623,0.734898,78.186611,2.53,1889345806
1606124429,6.186523,1.350923,5.56909,0.73349,78.20611,2.55,1912177139
1606117228,6.184856,1.3497,5.56759,0.732433,78.220022,2.55,1915749284
1606110030,6.185479,1.350074,5.56815,0.732746,78.216156,2.47,1844676866
1606102831,6.185903,1.350233,5.568532,0.732862,78.215088,2.38,1784201751
1606095635,6.186333,1.350911,5.568919,0.733497,78.205648,2.3,1726585371
1606088432,6.182171,1.346607,5.565172,0.729609,78.260583,2.29,1725115500
1606081233,6.18264,1.346775,5.565595,0.72973,78.259517,2.32,1740868070
1606074034,6.181539,1.345908,5.564603,0.728973,78.269671,2.3,1723528214
1606066835,6.180818,1.345527,5.563955,0.728663,78.273305,2.3,1728177334
1606059633,6.170949,1.335903,5.55507,0.720024,78.394513,2.25,1687443496
1606052429,6.179884,1.34528,5.563114,0.728509,78.274024,2.25,1689442309
1606045230,6.180433,1.345523,5.563608,0.728698,78.272019,2.25,1711191658
1606038028,6.178888,1.344732,5.562217,0.728061,78.27939,2.28,1699183793
1606030828,6.1792,1.34475,5.562497,0.728048,78.280192,2.24,1670613946
1606023630,6.180067,1.345523,5.563278,0.728734,78.27073,2.28,1720142691
1606016431,6.178723,1.344776,5.562069,0.728122,78.278089,2.29,1724002589
1606009232,6.180201,1.344934,5.563399,0.728132,78.280734,2.28,1731172979
1606002032,6.179393,1.345341,5.562672,0.728619,78.271311,2.36,1757655380
1605994833,6.17843,1.344793,5.561805,0.728167,78.276796,2.31,1731539197
1605987633,6.181762,1.348179,5.564804,0.731221,78.233732,2.31,1731145850
1605980430,6.180789,1.347859,5.563928,0.730998,78.235484,2.3,1725000017
1605973229,6.183646,1.351086,5.5665,0.73394,78.193355,2.33,1754616348
1605966031,6.183273,1.350264,5.566165,0.733155,78.205328,2.32,1747799786
1605958828,6.186176,1.350386,5.568778,0.732988,78.213582,2.2,1657485627
1605951631,6.183379,1.349092,5.566272,0.731985,78.224657,2.27,1699551098
1605944429,6.20191,1.35551,5.579877,0.733477,78.186236,2.12,1588003548
1605937229,6.199912,1.353404,5.578079,0.731571,78.213174,2.07,1556671254
1605930035,6.199585,1.352936,5.577785,0.731136,78.219577,2.12,1585875385
1605922833,6.198785,1.351845,5.577065,0.730125,78.234365,2.14,1609738097
1605915631,6.200159,1.352732,5.578301,0.730875,78.224875,2.1,1574345219
1605908432,6.20233,1.354949,5.580254,0.732874,78.19676,2.1,1573688205
1605901236,6.203482,1.355961,5.581291,0.73377,78.184501,2.11,1583302479
1605894034,6.203758,1.356087,5.581539,0.733869,78.183431,2.12,1586388682
1605886832,6.201108,1.35349,5.579155,0.731537,78.215992,2.11,1584179028
1605879632,6.201927,1.35437,5.579892,0.732335,78.204682,2.12,1587234878
1605872428,6.202357,1.35476,5.580279,0.732682,78.199904,2.11,1584273080
1605865228,6.200275,1.352635,5.578406,0.730766,78.226862,2.1,1574913534
1605858029,6.202143,1.354093,5.580087,0.732036,78.209915,2.07,1555337079
1605850829,6.203036,1.354931,5.58089,0.732785,78.199535,2.07,1554048007
1605843633,6.239221,1.391308,5.613446,0.765533,77.742933,2.1,1572739169
1605836435,6.241651,1.391805,5.615632,0.765786,77.743634,2.07,1557629442
1605829233,6.242258,1.392414,5.616178,0.766334,77.736051,2.08,1556084987
1605822033,6.242042,1.392024,5.615983,0.765965,77.741527,2.09,1584049086
1605814833,6.234153,1.384106,5.608886,0.758839,77.840371,2.11,1581867853
1605807633,6.183424,1.333558,5.563245,0.713379,78.476035,2.11,1584831521
1605800433,6.180235,1.330398,5.560375,0.710538,78.516072,2.1,1578350467
1605793231,6.180045,1.330248,5.557286,0.70749,78.517831,2.1,1576679304
1605786038,6.180648,1.330443,5.557828,0.707623,78.516782,2.06,1539946407
1605778857,6.181949,1.331538,5.558999,0.708587,78.503591,2.04,1533755826
1605771628,6.181704,1.331319,5.558779,0.708393,78.506283,2.04,1537808033
1605764428,6.181068,1.331015,5.558207,0.708153,78.508988,2.06,1549218749
1605757229,6.180283,1.330967,5.557501,0.708185,78.507028,2.08,1561407673
1605750032,6.180419,1.3306,5.557623,0.707804,78.51344,2.08,1559957995
1605742837,6.180324,1.330586,5.557538,0.7078,78.513333,2.08,1559921369
1605735657,6.179214,1.330239,5.55654,0.707564,78.515101,2.05,1543222140
1605728433,6.177621,1.329154,5.555107,0.70664,78.527123,2.05,1539592601
1605721231,6.176511,1.328865,5.554109,0.706462,78.527945,2.06,1540480992
1605714035,6.181405,1.330964,5.55851,0.708068,78.510991,2.05,1532590385
1605706829,6.175948,1.329682,5.553602,0.707336,78.512759,2.07,1547965817
1605699630,6.169984,1.328062,5.54824,0.706317,78.518244,2.07,1561597993
1605692432,6.189961,1.334674,5.566203,0.710916,78.480758,2.08,1555987334
1605685227,6.190602,1.335454,5.56678,0.711632,78.470383,2.07,1553659813
1605678028,6.18961,1.334438,5.565888,0.710716,78.48334,2.16,1633241453
1605670831,6.188346,1.333134,5.564751,0.709539,78.500027,2.16,1619537886
1605663631,6.188771,1.333177,5.565133,0.709539,78.500809,2.16,1618005747
1605656430,6.188396,1.332585,5.564796,0.708985,78.509074,2.14,1600504422
1605649233,6.18825,1.332502,5.564665,0.708917,78.509897,2.13,1600366880
1605642034,6.187615,1.331738,5.564094,0.708217,78.520043,2.13,1600566972
1605634832,6.186772,1.330757,5.563335,0.707321,78.532977,2.13,1599249860
1605627634,6.186086,1.330039,5.562719,0.706672,78.542203,2.11,1582631222
1605620434,6.185991,1.329795,5.562634,0.706438,78.545811,2.12,1598585063
1605613230,6.185381,1.329152,5.562085,0.705856,78.554096,2.11,1589393449
1605606027,6.185197,1.329177,5.561919,0.7059,78.553053,2.11,1584958222
1605598830,6.185344,1.329044,5.562052,0.705752,78.555716,2.13,1595224617
1605591628,6.185515,1.329319,5.562206,0.706009,78.551869,2.12,1586693910
1605584432,6.185697,1.32948,5.562369,0.706152,78.549894,2.11,1576369164
1605577233,6.182317,1.326682,5.55933,0.703694,78.58343,2.1,1580674786
1605570030,6.068562,1.212782,5.457038,0.601257,80.058861,2.09,1567954119
1605562831,6.068403,1.212643,5.456894,0.601134,80.060629,2.08,1560461472
1605555634,6.067635,1.212438,5.456204,0.601007,80.061486,2.08,1560251640
1605548431,6.068003,1.212688,5.456535,0.60122,80.058573,2.09,1568840379
1605541235,6.068272,1.213031,5.456777,0.601536,80.053797,2.09,1562183450
1605534030,6.067454,1.212534,5.456042,0.601121,80.059309,2.05,1529717369
1605526828,6.067822,1.212558,5.456372,0.601108,80.060118,2.04,1536048028
1605519630,6.06719,1.212325,5.455804,0.600939,80.061888,2.03,1527775257
1605512428,6.062209,1.206075,5.451325,0.595191,80.148604,2.04,1528714537
1605505230,6.064117,1.207084,5.453041,0.596008,80.138203,2.03,1523340988
1605498029,6.063069,1.206768,5.452098,0.595797,80.139985,2.02,1510527830
1605490833,6.062141,1.206815,5.451264,0.595938,80.136164,2.02,1518345383
1605483632,6.061245,1.206757,5.450458,0.59597,80.134197,2.02,1514282916
1605476430,6.061851,1.207337,5.451003,0.596489,80.126607,2.01,1507648627
1605469229,6.059915,1.207806,5.449262,0.597153,80.112516,2.02,1516588498
1605462031,6.061469,1.208124,5.450659,0.597314,80.112377,2.04,1536869907
1605454833,6.058498,1.207935,5.447988,0.597425,80.105737,2.06,1547207442
1605447628,6.062848,1.208752,5.451899,0.597804,80.106534,2.06,1546703360
1605440427,6.076261,1.213305,5.463961,0.601004,80.075531,2.07,1545396140
1605433228,6.076233,1.213362,5.463935,0.601065,80.07449,2.08,1558798387
1605426027,6.076497,1.21365,5.464173,0.601326,80.070626,2.08,1556497533
1605418828,6.076499,1.21377,5.464175,0.601446,80.068645,2.07,1551753791
1605411630,6.076843,1.213961,5.464484,0.601602,80.066639,2.07,1557024898
1605404432,6.076634,1.213982,5.464296,0.601645,80.065602,2.1,1572759668
1605397229,6.076555,1.213748,5.464225,0.601418,80.069196,2.1,1576597308
1605390031,6.075915,1.213569,5.46365,0.601304,80.070042,2.09,1565417046
1605382829,6.075691,1.213306,5.463448,0.601063,80.073639,2.09,1566985897
1605375631,6.076307,1.213891,5.464003,0.601586,80.066034,2.09,1559991427
1605368431,6.075418,1.213775,5.463202,0.60156,80.065026,2.09,1569481914
1605361231,6.074978,1.212904,5.462808,0.600733,80.07793,2.09,1560251652
1605354029,6.074868,1.212777,5.462708,0.600617,80.07966,2.07,1553889410
1605346828,6.076117,1.213885,5.463832,0.6016,80.065506,2.05,1550111798
1605339628,6.075041,1.213619,5.462864,0.601442,80.066357,2.08,1561284856
1605332428,6.075404,1.213871,5.46319,0.601657,80.06341,2.11,1578019208
1605325232,6.081931,1.220124,5.469059,0.607253,79.98198,2.12,1591396787
1605318032,6.08154,1.220054,5.468708,0.607222,79.981853,2.12,1591888355
1605310833,6.080799,1.220025,5.468042,0.607268,79.979886,2.14,1606707509
1605303631,6.080386,1.22063,5.46767,0.607914,79.968586,2.15,1606137325
1605296432,6.078455,1.219851,5.465934,0.60733,79.975033,2.14,1600353367
1605289231,6.078195,1.220091,5.4657,0.607596,79.970234,2.14,1600324243
1605282031,6.077048,1.219528,5.464669,0.607149,79.975713,2.14,1599312659
1605274832,6.076232,1.219656,5.463934,0.607359,79.970919,2.13,1590381692
1605267630,6.074864,1.219673,5.462704,0.607514,79.966129,2.1,1572196738
1605260428,6.072841,1.219048,5.460885,0.607093,79.969742,2.13,1598883688
1605253229,6.070153,1.218404,5.458468,0.606719,79.971488,2.08,1563850460
1605246029,6.0712,1.219419,5.45941,0.607628,79.958229,2.08,1556504456
1605238833,6.070398,1.219778,5.458688,0.608068,79.949667,2.11,1580030596
1605231632,6.067943,1.219012,5.456481,0.60755,79.95418,2.1,1576104978
1605224436,6.064815,1.218168,5.453668,0.607021,79.957757,2.07,1549559167
1605217237,6.058861,1.216644,5.448314,0.606097,79.963217,2.06,1546885962
1605210035,6.053472,1.21614,5.443468,0.606137,79.953694,2.06,1544929714
1605202835,6.053474,1.21706,5.44347,0.607056,79.93851,2.06,1543514228
1605195633,6.038684,1.213881,5.430171,0.605367,79.942025,2.06,1546366811
1605188433,6.111939,1.231048,5.496044,0.615152,79.901551,2.08,1563822871
1605181229,6.111775,1.230906,5.495896,0.615027,79.903334,2.09,1564901888
1605174030,6.111992,1.231067,5.496092,0.615166,79.90141,2.13,1593820458
1605166828,6.112353,1.231372,5.496416,0.615435,79.897613,2.15,1608822175
1605159632,6.112816,1.231868,5.496833,0.615884,79.891025,2.15,1611493658
1605152434,6.112629,1.231718,5.496664,0.615753,79.89285,2.13,1600010178
1605145232,6.112768,1.231807,5.496789,0.615828,79.89186,2.11,1582515381
1605138036,6.113121,1.23211,5.497107,0.616095,79.888065,2.13,1594939060
1605130832,6.112615,1.231555,5.496652,0.615591,79.895485,2.14,1595925675
1605123633,6.113818,1.232601,5.497733,0.616516,79.882329,2.15,1621011634
1605116437,6.113821,1.232661,5.497736,0.616576,79.881355,2.16,1620130815
1605109233,6.113025,1.231933,5.49702,0.615928,79.890649,2.14,1608228937
1605102030,6.1115,1.230486,5.495648,0.614635,79.9093,2.12,1588581721
1605094836,6.110821,1.229669,5.495038,0.613886,79.920448,2.14,1600875692
1605087643,6.110669,1.229584,5.494902,0.613817,79.921336,2.14,1612135467
1605080443,6.111216,1.230211,5.495394,0.614388,79.91288,2.15,1612957277
1605073227,6.111681,1.23065,5.495811,0.614781,79.907216,2.15,1612089809
1605066030,6.112909,1.2317,5.496916,0.615707,79.894071,2.19,1644455765
1605058831,6.099675,1.21844,5.485016,0.603781,80.06784,2.18,1630726332
1605051631,6.099954,1.21867,5.485266,0.603982,80.064985,2.15,1618362145
1605044434,6.098892,1.217777,5.484311,0.603196,80.076156,2.15,1614207070
1605037233,6.099368,1.218047,5.48474,0.603419,80.073284,2.14,1603857758
1605030031,6.099739,1.218409,5.485073,0.603743,80.068561,2.13,1597921594
1605022833,6.099302,1.218211,5.48468,0.603589,80.070383,2.11,1576485599
1605015634,6.099143,1.217557,5.484537,0.602951,80.080593,2.12,1593534241
1605008436,6.099086,1.217492,5.484486,0.602891,80.081474,2.12,1587863822
1605001241,6.100239,1.217669,5.485522,0.602953,80.082325,2.13,1589409875
1605000034,6.100239,1.217669,5.485522,0.602953,80.082325,2.12,1583873053
1604994027,6.100561,1.217509,5.485812,0.60276,80.086002,2.11,1577303799
1604986830,6.101764,1.217753,5.486894,0.602883,80.085933,2.12,1600253516
1604979633,6.102248,1.217853,5.487329,0.602934,80.085878,2.12,1590280742
1604972435,6.101362,1.217052,5.486532,0.602222,80.096117,2.15,1615645531
1604965233,6.100514,1.216372,5.48577,0.601628,80.104484,2.09,1563744917
1604958035,6.100068,1.216286,5.485369,0.601587,80.104442,2.11,1579878583
1604950835,6.101292,1.216476,5.48647,0.601654,80.105324,2.09,1563771540
1604943635,6.099965,1.216272,5.485277,0.601584,80.104334,2.08,1556631929
1604936431,6.101371,1.218781,5.48654,0.603951,80.067799,2.07,1554810258
1604929228,6.101211,1.218524,5.486397,0.60371,80.071488,2.1,1566003514
1604922032,6.101768,1.218811,5.486897,0.603941,80.068609,2.14,1605533144
1604914841,6.102478,1.219412,5.487536,0.60447,80.061074,2.11,1577339019
1604907626,6.10526,1.222082,5.490037,0.60686,80.026427,2.07,1547875214
1604900430,6.105266,1.221973,5.490043,0.60675,80.028245,2.07,1547565040
1604893228,6.105707,1.222292,5.490439,0.607025,80.024451,2.07,1553339660
1604886032,6.106315,1.22276,5.490986,0.607431,80.018788,2.1,1574759393
1604878830,6.106209,1.222627,5.490891,0.607309,80.02061,2.09,1563019046
1604871632,6.10603,1.222423,5.49073,0.607123,80.02337,2.07,1548956480
1604864431,6.106275,1.222646,5.49095,0.607321,80.02052,2.1,1570194069
1604857233,6.106452,1.222684,5.491109,0.607342,80.020471,2.13,1600535365
1604850030,6.106934,1.223127,5.491543,0.607736,80.014809,2.14,1597563365
1604842829,6.106605,1.222778,5.491247,0.60742,80.019438,2.1,1580337832
1604835629,6.111769,1.227927,5.495891,0.612049,79.952079,2.12,1581223209
1604828428,6.111858,1.228004,5.495971,0.612117,79.95111,2.09,1560920953
1604821229,6.11702,1.233159,5.500613,0.616752,79.883754,2.05,1531100447
1604814028,6.116739,1.232876,5.50036,0.616497,79.887453,2.01,1508741651
1604806829,6.116697,1.232814,5.500322,0.616439,79.888337,2.03,1520173350
1604799630,6.11657,1.232677,5.500208,0.616315,79.890164,2.04,1524288148
1604792429,6.116119,1.232245,5.499802,0.615929,79.895729,2.03,1522000142
1604785230,6.11601,1.232169,5.499704,0.615864,79.89662,2,1502486227
1604778030,6.112163,1.22837,5.496245,0.612452,79.946129,1.99,1508087037
1604770831,6.112226,1.2285,5.496302,0.612575,79.94421,2.09,1568944210
1604763630,6.11655,1.232915,5.50019,0.616555,79.886194,2.07,1537717623
1604756430,6.116681,1.233173,5.500308,0.6168,79.88241,2.15,1622475402
1604749229,6.116126,1.232436,5.499809,0.616118,79.892646,2.19,1631016174
1604742027,6.116696,1.232783,5.500322,0.616408,79.888843,2.14,1604834496
1604734828,6.117305,1.233595,5.500869,0.617159,79.877573,2.13,1600885530
1604727628,6.119636,1.236241,5.502965,0.61957,79.841993,2.12,1592786149
1604720430,6.118769,1.235783,5.502185,0.6192,79.846621,2.12,1607228907
1604713232,6.108707,1.225591,5.493137,0.610021,79.980276,2.14,1591758628
1604706029,6.108338,1.225006,5.492805,0.609474,79.988642,2.09,1562064174
1604698830,6.104162,1.224003,5.48905,0.608891,79.991387,2.06,1545735730
1604691632,6.110572,1.227461,5.494814,0.611703,79.955788,2.05,1537812192
1604684434,6.109416,1.226206,5.493775,0.610564,79.972541,2.05,1534488426
1604677233,6.109085,1.225857,5.493477,0.610249,79.977157,2.04,1528520073
1604670030,6.105627,1.222371,5.490367,0.607112,80.02292,2.06,1543517404
1604662830,6.105234,1.221783,5.490014,0.606564,80.031257,2.04,1524451513
1604655630,6.105498,1.222125,5.490251,0.606878,80.026531,1.99,1484500801
1604648429,6.10579,1.222017,5.490514,0.606742,80.029245,2.01,1510944434
1604641227,6.116456,1.23256,5.500105,0.616209,79.891705,2.02,1510351131
1604634031,6.114282,1.230468,5.498151,0.614336,79.918778,2,1491336983
1604626831,6.113729,1.229789,5.497653,0.613713,79.928064,1.92,1440811871
1604619631,6.113256,1.229411,5.497228,0.613383,79.932692,1.89,1412904984
1604612433,6.11322,1.229293,5.497195,0.613269,79.934504,1.89,1417375536
1604605233,6.113322,1.229261,5.497287,0.613226,79.935368,1.9,1425419613
1604598035,6.114608,1.230665,5.498444,0.614501,79.916614,1.9,1430184058
1604590832,6.111882,1.227721,5.495992,0.611832,79.955828,1.92,1436291784
1604583630,6.109492,1.225303,5.493844,0.609654,79.987568,1.83,1367950279
1604576428,6.108975,1.224632,5.493378,0.609035,79.996859,1.84,1378247285
1604569227,6.108714,1.224526,5.493143,0.608955,79.997747,1.84,1378702607
1604562027,6.109167,1.224792,5.493551,0.609176,79.994869,1.85,1386933395
1604554829,6.125204,1.240836,5.507972,0.623604,79.78531,1.87,1398151914
1604547631,6.104201,1.219809,5.489086,0.604693,80.06023,1.87,1394815674
1604540430,6.104464,1.220093,5.489322,0.604951,80.056431,1.88,1406914956
1604533232,6.104569,1.220232,5.489416,0.605079,80.054503,1.87,1403164558
1604526032,6.104222,1.219938,5.489105,0.60482,80.058193,1.87,1400455584
1604518831,6.105779,1.221565,5.490504,0.606291,80.036622,1.89,1412942824
1604511636,6.107088,1.222973,5.491681,0.607566,80.017857,1.87,1399672208
