timestamp,delegate_livepeer__reward,delegate_livepeer__adjustedReward,run_a_transcoder_node__reward,adjustedReward,total_staked,priceUsd,marketcapUsd
1619880045,20.960792,8.663885,23.289768,10.992862,52.799608,35.51,835963803
1619872842,20.960792,8.663885,23.289768,10.992862,52.799608,35.04,825918277
1619865644,20.960792,8.663885,23.289768,10.992862,52.799608,34.94,824929229
1619858438,20.960792,8.663885,23.289768,10.992862,52.799608,34.65,817729331
1619851244,20.960792,8.663885,23.289768,10.992862,52.799608,35.73,841543524
1619844040,20.960792,8.663885,23.289768,10.992862,52.799608,35.95,849541656
1619836842,20.960792,8.663885,23.289768,10.992862,52.799608,35.6,833727319
1619829645,20.960792,8.663885,23.289768,10.992862,52.799608,34.55,813944195
1619822446,20.960815,8.663661,23.289794,10.99264,52.800612,33.65,795556935
1619815247,20.960833,8.663494,23.289814,10.992475,52.801361,35.24,830889206
1619808063,20.96832,8.669111,23.298133,10.998925,52.790533,35.35,832478981
1619800851,20.96832,8.669111,23.298133,10.998925,52.790533,35.49,836455898
1619793653,20.96832,8.669111,23.298133,10.998925,52.790533,36.65,862536569
1619786444,20.968333,8.668986,23.298148,10.9988,52.791095,36.92,871947641
1619779240,20.968333,8.668986,23.298148,10.9988,52.791095,35.92,845485065
1619772040,20.968333,8.668986,23.298148,10.9988,52.791095,35.45,834166707
1619764840,20.968333,8.668986,23.298148,10.9988,52.791095,34.88,820653903
1619757641,20.968333,8.668986,23.298148,10.9988,52.791095,33.66,794339810
1619750440,20.968333,8.668986,23.298148,10.9988,52.791095,32.96,779680604
1619743242,20.968333,8.668986,23.298148,10.9988,52.791095,34.05,801214151
1619736042,20.968368,8.668653,23.298187,10.998472,52.792586,33.76,792125264
1619728849,20.962676,8.661361,23.291862,10.990547,52.81379,33.52,787330689
1619721717,20.962712,8.66102,23.291902,10.99021,52.815318,34.07,799648679
1619714445,20.962712,8.66102,23.291902,10.99021,52.815318,34.82,816322875
1619707243,20.962712,8.66102,23.291902,10.99021,52.815318,33.67,794612997
1619700042,20.962712,8.66102,23.291902,10.99021,52.815318,34.58,814276783
1619692838,20.962718,8.660963,23.291909,10.990154,52.815573,34.73,815359751
1619685639,20.962718,8.660963,23.291909,10.990154,52.815573,33.14,774368874
1619678440,20.962724,8.660901,23.291916,10.990092,52.815851,31.47,733945598
1619671239,20.962734,8.660806,23.291927,10.989999,52.816275,31.26,736443533
1619664043,20.962736,8.66079,23.291929,10.989983,52.816345,31.48,740110011
1619656845,20.968015,8.664588,23.297795,10.994368,52.809407,30.32,720716696
1619649644,20.968015,8.664588,23.297795,10.994368,52.809407,30.05,711390212
1619642445,20.968015,8.664588,23.297795,10.994368,52.809407,30.38,704908675
1619635242,20.968015,8.664588,23.297795,10.994368,52.809407,30.43,724898190
1619628050,20.968015,8.664588,23.297795,10.994368,52.809407,32.13,753880032
1619620900,20.968015,8.664588,23.297795,10.994368,52.809407,31.51,752545965
