timestamp,run_a_validator_node__reward,adjustedReward,delegate_cosmos__reward,delegateadjustedReward,total_staked,priceUsd,marketcapUsd
1616758819,10.067093,3.055303,8.978566,1.966775,71.09133,17.94,4331848701
1616751619,10.067861,3.056073,8.97925,1.967463,71.088407,18.12,4330943269
1616744418,10.069444,3.057658,8.980662,1.968877,71.079761,17.83,4234176872
1616737219,10.069587,3.057807,8.98079,1.96901,71.080726,17.45,4172917356
1616730019,10.069712,3.057937,8.980902,1.969126,71.082244,17.39,4151032910
1616722820,10.07028,3.058491,8.981408,1.969619,71.081337,17.91,4274534810
1616715620,10.07038,3.058577,8.981497,1.969694,71.083238,17.15,4089105668
1616708428,10.070825,3.059012,8.98989,1.978077,71.083019,17.44,4143752247
1616701225,10.071325,3.059496,8.990336,1.978507,71.082416,17.2,4095393787
1616694028,10.071808,3.059972,8.990767,1.978931,71.081999,17.1,4079505707
1616686829,10.076417,3.064575,9.007951,1.996109,71.05244,17.19,4065772528
1616679621,10.076636,3.064784,9.008146,1.996295,71.054387,17.23,4033310833
1616672419,10.076413,3.064546,9.007947,1.996079,71.05887,17.79,4271935060
1616665217,10.077038,3.065168,9.008505,1.996635,71.056441,17.54,4184888236
1616658019,10.077389,3.065518,9.00882,1.996948,71.056199,17.65,4210913018
1616650822,10.077533,3.065657,9.008948,1.997072,71.057791,17.85,4260600260
1616643617,10.083059,3.071181,9.013888,2.00201,71.021759,17.46,4173841086
1616636419,10.08454,3.07266,9.015212,2.003332,71.014587,17.27,4143834807
1616629220,10.085278,3.073395,9.015872,2.003989,71.013145,17.47,4178349913
1616622058,10.085796,3.073908,9.016335,2.004447,71.013589,18.25,4370823457
1616614819,10.086414,3.074523,9.016888,2.004996,71.012618,18.69,4461876513
1616607660,10.086755,3.074867,9.017193,2.005304,71.013537,19.04,4521660804
1616600423,10.086771,3.074883,9.017206,2.005318,71.01662,19.16,4594323435
1616593237,10.087328,3.075439,9.017704,2.005816,71.016319,19.65,4682394150
1616586021,10.087685,3.075796,9.018024,2.006134,71.016848,19.42,4629706292
1616578818,10.087941,3.076053,9.018252,2.006364,71.017698,19.22,4576745645
1616571618,10.088589,3.076694,9.018832,2.006936,71.016039,19.18,4574559148
1616564419,10.089374,3.077481,9.019534,2.00764,71.012612,19.12,4544521799
1616557219,10.089813,3.077921,9.019926,2.008033,71.012734,18.76,4460876970
1616550057,10.091629,3.079735,9.02155,2.009655,71.003201,18.66,4466742786
1616543292,10.092301,3.080405,9.022151,2.010254,71.002146,18.8,4490472554
1616543063,10.092301,3.080405,9.022151,2.010254,71.002146,18.82,4490472554
1616542860,10.092301,3.080405,9.022151,2.010254,71.002146,18.84,4511797305
1616535658,10.094326,3.082431,9.02396,2.012065,70.99124,18.82,4478345078
1616528460,10.094758,3.082862,9.024346,2.012451,70.991434,19.1,4562068937
1616521259,10.094792,3.082897,9.024377,2.012482,70.994677,19.62,4690335973
1616514061,10.096764,3.084866,9.02614,2.014242,70.984022,19.51,4643463949
1616506860,10.097528,3.085627,9.026823,2.014922,70.982092,19.53,4645331470
1616499621,10.099125,3.087221,9.02825,2.016346,70.973345,19.31,4607449663
1616492419,10.100177,3.088275,9.029191,2.017289,70.968775,19.43,4629432699
1616485218,10.100968,3.089063,9.029898,2.017993,70.965609,19.25,4581893980
1616478017,10.101232,3.089324,9.030134,2.018227,70.966501,19.04,4576527621
1616470821,10.101807,3.089896,9.030649,2.018737,70.964867,19.35,4624919889
1616463620,10.102241,3.090325,9.031036,2.019121,70.965229,19.69,4665112707
1616456495,10.102591,3.090668,9.031349,2.019426,70.966154,19.38,4635175646
1616456422,10.102591,3.090668,9.031349,2.019426,70.966154,19.38,4635175646
1616449221,10.103225,3.091299,9.031915,2.01999,70.966026,19.24,4612940232
1616442023,10.1044,3.092471,9.032966,2.021037,70.961971,19.87,4722110140
1616434873,10.105382,3.093453,9.033844,2.021915,70.959038,20.47,4875174901
1616427621,10.105554,3.09362,9.033997,2.022063,70.961843,20.84,4969122123
1616420421,10.106102,3.094165,9.02138,2.009443,70.962632,20.94,5014038582
1616413217,10.105086,3.093145,9.020473,2.008532,70.973144,20.7,4921506673
1616406017,10.105547,3.093599,9.012862,2.000914,70.973202,20.27,4821017013
1616398820,10.100685,3.088731,9.008525,1.996572,71.010185,20.61,4924997171
1616391618,10.10115,3.089194,9.00894,1.996984,71.009443,20.41,4874030784
1616384418,10.102601,3.090644,9.018437,2.00648,71.002224,20.46,4880427129
1616377224,10.103271,3.09131,9.019035,2.007075,71.001594,20.01,4762133266
1616370019,10.103878,3.091913,9.019577,2.007612,71.001274,20.6,4908127132
1616362821,10.104363,3.092395,9.020011,2.008042,71.002008,21.07,5026028192
1616355621,10.104993,3.093021,9.020573,2.008601,71.001633,20.98,5007863790
1616348419,10.105469,3.093495,9.020998,2.009023,71.002346,20.84,4942498898
1616341218,10.105852,3.093873,9.021097,2.009118,71.003798,20.97,5015038579
1616334018,10.109027,3.097042,9.023931,2.011947,70.985607,20.85,4947119699
1616326819,10.109385,3.097397,9.024251,2.012263,70.9867,20.5,4873590539
1616319617,10.084744,3.072755,9.001588,1.989599,71.163248,20.95,5001518725
1616312418,10.079653,3.067659,8.997044,1.98505,71.202132,20.76,4948451039
1616305218,10.080123,3.068127,8.997463,1.985468,71.201749,20.42,4877990542
1616298017,10.080446,3.068447,8.997751,1.985753,71.202366,20.7,4927619295
1616290820,10.081454,3.069452,8.998652,1.98665,71.199315,21.1,5036346123
1616283619,10.081993,3.069988,8.999132,1.987128,71.200126,21.3,5099717926
1616276420,10.083134,3.07113,9.000151,1.988147,71.196176,21.93,5226359036
1616269219,10.083847,3.071835,9.000787,1.988776,71.195702,22.43,5342647615
1616262020,10.084378,3.072363,9.001261,1.989246,71.196035,22.17,5300346140
1616254820,10.08493,3.07291,9.001754,1.989734,71.197061,22.4,5330837265
1616247620,10.090977,3.078956,9.007152,1.995131,71.159362,22.41,5361243147
1616240418,10.091541,3.079515,9.007655,1.995629,71.159869,22.35,5350157050
1616233218,10.091847,3.079821,9.008595,1.996569,71.16159,22.71,5415461578
1616226019,10.092671,3.080645,9.009331,1.997304,71.159284,22.6,5394515998
1616218817,10.093156,3.081131,9.009764,1.997738,71.159879,22.39,5325528367
1616211619,10.098396,3.086367,9.014441,2.002413,71.126929,22.44,5351194780
1616204422,10.098881,3.086847,9.014874,2.002841,71.127737,22.46,5316333162
1616197220,10.099144,3.087103,9.014442,2.0024,71.130034,22.28,5320188598
1616190021,10.095202,3.083157,9.010923,1.998878,71.162839,22.41,5360198293
1616182823,10.096093,3.084046,9.00717,1.995123,71.161278,22.33,5344117232
1616175621,10.096806,3.08475,9.007806,1.99575,71.161108,22.3,5315821466
1616168423,10.097713,3.085655,9.008615,1.996557,71.159744,22.54,5390191622
1616161221,10.098291,3.086231,9.009132,1.997071,71.161014,22.66,5386799978
1616154021,10.076438,3.064372,8.989635,1.977569,71.320152,22.94,5492965741
1616146817,10.077247,3.065,8.990357,1.97811,71.320059,22.71,5438118885
1616139619,10.076914,3.064469,8.99006,1.977615,71.328374,22.78,5414104122
1616132419,10.087008,3.074366,8.999065,1.986423,71.263263,22.05,5256846903
1616125219,10.087807,3.074972,8.999778,1.986943,71.264253,22.61,5408014142
1616118022,10.088643,3.075614,9.000524,1.987495,71.266109,22.58,5382605046
1616110821,10.088553,3.075329,9.000444,1.98722,71.274975,22.5,5337216902
1616103622,10.087513,3.074094,8.999515,1.986096,71.290722,22.94,5468031601
1616096421,10.089188,3.075575,9.00101,1.987397,71.287337,22.71,5420717477
1616089220,10.090667,3.076859,9.00233,1.988521,71.286547,23.43,5631101595
1616082025,10.093213,3.079208,9.004601,1.990596,71.2829,24.24,5799193468
1616074819,10.099258,3.085058,9.009994,1.995794,71.251624,23.09,5522773999
1616067617,10.100678,3.086288,9.01126,1.996871,71.25022,22.47,5402640453
1616060474,10.09541,3.080826,9.006561,1.991977,71.297395,22.52,5358665455
1616060416,10.09541,3.080826,9.006561,1.991977,71.297395,22.52,5358665455
1616053218,10.096642,3.081859,9.00766,1.992877,71.298168,21.29,5119736289
1616046018,10.035966,3.020966,8.953528,1.938529,71.736655,21.32,5092856311
1616038820,10.009782,2.994558,8.930168,1.914944,71.932003,20.87,4977962544
1616031626,10.010951,2.9955,8.931212,1.91576,71.931688,20.83,4949615551
1616024422,10.012437,2.996758,8.932537,1.916858,71.930051,20.99,5013347733
1616017228,10.014532,2.99863,8.934406,1.918504,71.924481,20.77,4913782800
1616010029,10.01523,2.999106,8.935028,1.918905,71.928368,20.89,4965626946
1616002832,10.016509,3.000164,8.936872,1.920527,71.927778,20.3,4854297231
1615995640,10.017758,3.001188,8.937986,1.921417,71.92662,20.22,4844220959
1615988423,10.01873,3.001936,8.938152,1.921358,71.928306,20.07,4789289777
1615981218,10.026354,3.009337,8.944953,1.927936,71.880899,19.99,4778195460
1615974018,10.027298,3.010062,8.945795,1.928559,71.881779,20.43,4916139979
1615966818,10.026004,3.008547,8.94464,1.927184,71.89894,21.27,5089916475
1615959617,10.026834,3.009156,8.945382,1.927703,71.900094,20.66,4928709577
1615952418,10.02816,3.010261,8.946565,1.928666,71.898599,20.71,4936275814
1615945224,10.029547,3.01143,8.947802,1.929684,71.897095,20.79,4954785610
1615938024,10.030239,3.011899,8.948419,1.930079,71.901082,20.96,5005353718
1615930827,10.030133,3.011574,8.948325,1.929766,71.911811,21.31,5074038968
1615923627,10.032376,3.013595,8.950325,1.931544,71.906466,21.54,5108354645
1615916425,10.034014,3.015009,8.951786,1.932782,71.906081,21.15,5119375207
1615909305,10.036185,3.016957,8.953724,1.934496,71.901677,20.95,5001440072
1615909225,10.036185,3.016957,8.953724,1.934496,71.901677,20.96,5001440072
1615902020,10.037995,3.018541,8.955338,1.935884,71.899634,20.93,4984203166
1615894819,10.029193,3.009514,8.947486,1.927806,71.971775,19.95,4793599984
1615887617,10.030961,3.011054,8.949063,1.929156,71.967415,20.31,4807889276
1615880417,10.034621,3.014488,8.952328,1.932196,71.948855,19.45,4648854745
1615873217,10.034243,3.013882,8.952695,1.932334,71.958939,19.21,4641321998
1615866022,10.035449,3.014862,8.953771,1.933183,71.958042,19.47,4657396375
1615858824,10.03706,3.016246,8.955208,1.934394,71.955274,19.44,4561525208
1615851623,10.036228,3.015183,8.953762,1.932718,71.971504,20.38,4848402223
1615844423,10.037958,3.016686,8.955305,1.934033,71.972238,19.99,4752924540
1615837225,10.046553,3.025054,8.962973,1.941474,71.921649,19.87,4746659519
1615830022,10.047927,3.026199,8.964199,1.942471,71.922483,19.47,4646266254
1615822824,10.04966,3.027704,8.965745,1.943789,71.924922,20.26,4790470275
1615815619,10.050548,3.028362,8.966537,1.944352,71.931966,19.65,4697712646
1615808418,10.053204,3.030795,8.968908,1.946498,71.923282,18.41,4381916614
1615801219,10.054476,3.031843,8.970747,1.948114,71.923934,18.11,4266900820
1615794017,10.055381,3.032524,8.971554,1.948697,71.925656,18.2,4287277382
1615786817,10.056219,3.033135,8.971597,1.948513,71.927432,18.84,4495383056
1615779619,10.061111,3.037805,8.975961,1.952655,71.901185,19.3,4582334620
1615772421,10.063961,3.040434,8.978504,1.954976,71.889738,18.84,4465944011
1615765218,10.064976,3.041225,8.979409,1.955658,71.891795,19.11,4563521831
1615758020,10.069288,3.045317,8.983256,1.959286,71.871265,18.89,4506687782
1615750819,10.070781,3.046594,8.984588,1.960401,71.870413,18.87,4508243254
1615743619,10.072368,3.047957,8.986004,1.961593,71.869445,18.74,4473649924
1615736419,10.074279,3.049645,8.987709,1.963075,71.866131,18.64,4440189225
1615729219,10.078702,3.053847,8.991655,1.966799,71.844541,18.54,4469692923
1615722017,10.079888,3.054816,8.992713,1.967641,71.845209,18.71,4447465388
1615714816,10.080935,3.055645,8.993648,1.968357,71.845924,19.3,4594353170
1615707617,10.081865,3.05636,8.994477,1.968972,71.847379,19.17,4568820784
1615700418,10.082566,3.056841,8.995102,1.969377,71.849883,18.99,4522956827
1615693218,10.083702,3.057757,8.996115,1.970171,71.850418,19.34,4616800191
1615686019,10.084944,3.058781,8.997224,1.97106,71.850956,19.1,4545808995
1615678820,10.08577,3.059388,8.997961,1.971579,71.8558,19.36,4619978619
1615671618,10.088358,3.061758,9.00027,1.973669,71.849424,19.36,4612046250
1615664418,10.090224,3.063406,9.001934,1.975116,71.848687,19.74,4691591690
1615657218,10.093066,3.066034,9.00447,1.977438,71.842156,19.73,4717346480
1615650019,10.093648,3.066395,9.004989,1.977736,71.850453,19.36,4626530945
1615642820,10.095896,3.068422,9.006995,1.979521,71.846968,19.23,4585717470
1615635616,10.098357,3.070661,9.00919,1.981494,71.841628,19.23,4608502021
1615628415,10.104675,3.076761,9.014827,1.986912,71.807506,18.93,4499679602
1615621219,10.105732,3.077595,9.01577,1.987632,71.808332,18.67,4447290283
1615614017,10.106932,3.078579,9.01684,1.988487,71.808285,18.58,4426172432
1615606818,10.11031,3.081746,9.019854,1.991289,71.793169,18.31,4364721512
1615599622,10.111669,3.08289,9.021066,1.992288,71.794086,18.07,4297192575
1615592420,10.113229,3.084234,9.022458,1.993463,71.793852,18.52,4410963799
1615585221,10.821279,3.792096,9.654141,2.624957,67.106601,18.48,4382128633
1615578024,10.823328,3.794149,9.655969,2.62679,67.103291,18.28,4314831884
1615570823,10.816067,3.786893,9.649491,2.620317,67.158236,18.52,4408079632
1615563633,10.817652,3.78848,9.650905,2.621733,67.158074,18.45,4398288242
1615556424,10.81924,3.790068,9.652321,2.62315,67.158282,18.15,4332924498
1615549219,10.820183,3.791014,9.653163,2.623994,67.159349,19.23,4616099148
1615542018,10.821336,3.792166,9.654192,2.625022,67.158587,19.37,4604896437
1615534820,10.822061,3.792893,9.65753,2.628362,67.161272,18.9,4504642447
1615527621,10.822429,3.793262,9.657858,2.628692,67.16589,19.08,4545648648
1615520420,10.820321,3.791151,9.655977,2.626807,67.187565,19.23,4580280760
1615513220,10.821777,3.792607,9.657277,2.628107,67.187331,19.05,4552983839
1615506024,10.82374,3.794572,9.659029,2.62986,67.184316,19.2,4588632540
1615498825,10.831458,3.80227,9.663222,2.634034,67.148081,19.3,4610643587
1615491624,10.832585,3.803391,9.664227,2.635033,67.152178,19.56,4674101197
1615484427,10.834232,3.805039,9.665697,2.636504,67.151893,19.3,4587677540
1615477221,10.841475,3.812285,9.672158,2.642969,67.117329,19.35,4652390747
1615470019,10.84389,3.814705,9.674313,2.645128,67.113009,19.57,4666923553
1615462822,10.829875,3.800698,9.66181,2.632633,67.20828,19.37,4613874423
1615455616,10.831301,3.802122,9.665775,2.636597,67.20709,19.11,4570652262
1615448417,10.835477,3.806294,9.669502,2.640319,67.190437,19.39,4632410880
1615441217,10.836332,3.80714,9.670265,2.641074,67.191418,19.2,4589764940
1615434018,10.838158,3.808959,9.671152,2.641953,67.186731,19.28,4612529112
1615426821,10.84097,3.811767,9.673662,2.644458,67.178677,19.25,4567944657
1615419626,10.840116,3.810911,9.672899,2.643695,67.193051,19.63,4691494572
1615412419,10.842729,3.813525,9.675231,2.646027,67.187744,19.57,4647329721
1615405224,10.844737,3.815533,9.677023,2.647819,67.188037,20.03,4790826719
1615398026,10.847076,3.817869,9.67911,2.649902,67.184781,20.06,4795855378
1615390819,10.848951,3.819747,9.689276,2.660071,67.185348,20.29,4864096787
1615383622,10.848205,3.819003,9.688609,2.659407,67.202358,20.6,4867173488
1615376417,10.849825,3.820623,9.690056,2.660854,67.201169,19.85,4724854457
1615369216,10.850919,3.821719,9.690359,2.66116,67.203058,20.41,4864020583
1615362017,10.852448,3.82325,9.691725,2.662527,67.202333,20.11,4798804088
1615354817,10.895657,3.866467,9.730312,2.701123,66.943864,19.82,4719426599
1615347619,10.897064,3.86789,9.732246,2.703071,66.945217,19.84,4733628760
1615340419,10.899156,3.869994,9.734114,2.704952,66.944792,20.58,4939103926
1615333219,10.901546,3.872399,9.736249,2.707102,66.945732,20.97,5022128687
1615326019,10.902791,3.873659,9.738025,2.708894,66.953586,20.53,4929395470
1615318827,10.927203,3.89809,9.759829,2.730716,66.819726,20.74,4961180341
1615311622,10.930886,3.901791,9.7605,2.731406,66.81504,20.46,4886709070
1615304418,10.934274,3.905199,9.763526,2.734451,66.809489,19.71,4704000700
1615297219,10.936888,3.907835,9.76586,2.736806,66.808541,19.94,4735765689
1615290017,10.938079,3.909049,9.766923,2.737893,66.815934,19.79,4744531729
1615282817,10.93705,3.908042,9.766005,2.736996,66.837962,20.06,4763264381
1615275618,10.967406,3.93842,9.79311,2.764124,66.668387,19.55,4668546667
1615268416,10.990228,3.961273,9.813489,2.784534,66.54284,19.63,4682515922
1615261219,10.997668,3.968744,9.820132,2.791208,66.509968,19.63,4674728309
1615254020,11.101993,4.073124,9.913287,2.884417,65.899163,19.41,4611740627
1615246818,11.104278,4.075472,9.915327,2.886521,65.900337,19.3,4572952323
1615239618,11.106018,4.077279,9.916881,2.888142,65.905922,18.89,4500765001
1615232424,11.108768,4.080092,9.919336,2.89066,65.905997,18.94,4500968190
1615225221,11.111452,4.082841,9.921733,2.893122,65.90429,18.87,4507573651
1615218019,11.116206,4.08766,9.925978,2.897432,65.891974,19,4503688854
1615210818,11.104743,4.076261,9.915743,2.88726,65.973481,18.9,4494928675
1615203617,11.106387,4.077974,9.91721,2.888797,65.973443,18.88,4496907386
1615196421,11.101312,4.07296,9.912679,2.884327,66.012841,18.83,4502932291
1615189217,11.102934,4.074647,9.920717,2.89243,66.01275,18.95,4516810287
1615182018,11.103915,4.075693,9.920951,2.892729,66.015581,19.61,4673553127
1615174819,11.106068,4.077909,9.922875,2.894716,66.015148,19.2,4574148067
1615167620,11.10838,4.080287,9.924287,2.896194,66.015039,19.72,4711403062
1615160419,11.111129,4.083099,9.926742,2.898713,66.013247,19.42,4626628972
1615153221,11.115232,4.087266,9.930408,2.902442,66.005099,18.97,4524485855
1615146019,11.119822,4.091921,9.934509,2.906608,65.993681,18.9,4506655999
1615138820,11.122517,4.094674,9.936917,2.909074,65.994999,19.18,4580452169
1615131618,11.125261,4.097481,9.940023,2.912243,65.994873,19.04,4546486117
1615124418,11.128275,4.100558,9.942716,2.914999,65.991965,19.14,4564431614
1615117217,11.130887,4.103236,9.94505,2.917399,65.988776,19.28,4591710286
1615110018,11.13469,4.107103,9.948447,2.920861,65.980896,19.46,4641993886
1615102817,11.136633,4.109108,9.949528,2.922003,65.980802,19.27,4555257337
1615095623,11.142326,4.114868,9.954615,2.927157,65.955717,18.86,4498645477
1615088419,11.144275,4.11688,9.956356,2.928961,65.955901,19.08,4554102522
1615081218,11.146364,4.11903,9.958878,2.931544,65.955552,18.92,4512631486
1615074018,11.147761,4.120489,9.960126,2.932854,65.960208,19.01,4533258193
1615066820,11.150621,4.123418,9.962682,2.935478,65.959612,18.88,4503931484
1615059618,11.153078,4.125941,9.958192,2.931054,65.962251,18.74,4470169800
1615052418,11.156268,4.129192,9.961039,2.933963,65.960508,18.81,4458117036
1615045221,11.159006,4.131995,9.970174,2.943162,65.96023,18.55,4423992923
1615038018,11.172313,4.145366,9.982062,2.955115,65.896855,18.5,4385375350
1615030817,11.177261,4.150384,9.986484,2.959606,65.881384,18.79,4481293371
1615023617,11.190545,4.163738,9.998352,2.971545,65.817659,19,4529963147
1615016417,11.194183,4.167445,10.001603,2.974864,65.810582,18.98,4527569977
1615009218,11.19627,4.169604,10.003467,2.976802,65.809882,18.77,4476995500
1615002020,11.198517,4.171924,10.006123,2.97953,65.809904,18.77,4476673446
1614994819,11.201976,4.175455,10.009213,2.982693,65.806053,18.71,4462814610
1614987619,11.205568,4.179114,10.005772,2.979318,65.805247,18.7,4460823779
1614980418,11.209504,4.183117,10.009286,2.9829,65.803607,19.07,4547726128
1614973222,11.213553,4.187236,10.013604,2.987287,65.801858,19,4547682942
1614966022,11.21749,4.191238,10.017119,2.990868,65.800069,18.62,4431900813
1614958821,11.221133,4.194947,10.025309,2.999123,65.799134,19.21,4589977972
1614951619,11.227986,4.201867,10.031431,3.005313,65.781447,19.09,4594288346
1614944416,11.501733,4.475742,10.276005,3.250014,64.231847,19.06,4538819107
1614937218,11.504475,4.478616,10.278455,3.252596,64.231366,18.66,4441137759
1614930016,11.507078,4.48136,10.275719,3.250001,64.233416,18.9,4507951575
1614922817,11.52739,4.501809,10.293136,3.267555,64.135472,18.76,4475146724
1614915619,11.257864,4.232329,10.052468,3.026934,65.690873,18.59,4426893204
1614908419,11.27385,4.248362,10.072407,3.046919,65.622159,18.25,4340212781
1614901219,11.294741,4.269301,10.091072,3.065632,65.524115,19.02,4521925470
1614894038,11.143189,4.227424,9.965344,3.04958,65.404568,18.9,4512832127
1614886823,11.303563,4.278227,10.108767,3.08343,65.528681,18.64,4494896271
1614879628,11.307941,4.282655,10.112682,3.087396,65.535772,19.9,4787095900
1614872423,11.314591,4.289361,10.118629,3.093399,65.53781,20.08,4779832604
1614865218,11.322718,4.297527,10.119484,3.094293,65.51854,20.37,4851476009
1614858019,11.346439,4.321313,10.144999,3.119873,65.408071,20.35,4890864415
1614850819,11.350236,4.325175,10.148394,3.123333,65.407855,20.79,4902603251
1614843616,11.366383,4.34142,10.162831,3.137868,65.336321,20.88,4970080718
1614836416,11.369339,4.344467,10.165475,3.140602,65.339227,20.95,4972202169
1614829219,11.37396,4.349178,10.169606,3.144824,65.339098,21.39,5140302714
1614822026,11.379905,4.355211,10.174922,3.150228,65.335208,21.22,5062760883
1614814820,11.38703,4.362425,10.181292,3.156687,65.335292,21.95,5233467497
1614807622,11.39529,4.370773,10.188677,3.164161,65.334432,21.13,5050245249
1614800424,11.388338,4.36391,10.177616,3.153188,65.408911,19.42,4644782927
1614793224,11.398424,4.374079,10.186629,3.162284,65.3868,19.68,4693322024
1614786022,11.403774,4.379514,10.19141,3.167151,65.385909,19.41,4628689858
1614778820,11.409705,4.385528,10.19671,3.172534,65.387206,19.34,4632771379
1614771618,11.41518,4.39109,10.202242,3.178152,65.385492,19.78,4737233575
1614764417,11.419635,4.395631,10.206223,3.182219,65.388606,20.07,4796156332
1614757216,11.280315,4.341374,10.071508,3.132568,65.424631,19.81,4724862698
1614750016,11.428855,4.405029,10.20209,3.178264,65.393069,19.47,4647237220
1614742819,11.433751,4.410012,10.20646,3.182721,65.393329,19.22,4587540424
1614735622,11.438571,4.414915,10.210763,3.187107,65.392963,19.18,4578550934
1614728418,11.444866,4.421304,10.216382,3.192821,65.388851,18.76,4488928668
1614721223,11.450477,4.427006,10.225879,3.202407,65.388962,18.56,4428188744
1614714028,11.457137,4.433753,10.231826,3.208442,65.388602,18.43,4379777209
1614706823,11.463484,4.440184,10.237494,3.214194,65.389412,18.84,4494073258
1614699624,11.471339,4.448122,10.24451,3.221293,65.387126,19.66,4680361503
1614692418,11.4795,4.456369,10.247299,3.224167,65.387907,20.2,4826221477
1614685217,11.486809,4.463759,10.253823,3.230773,65.386647,19.98,4747575839
1614678017,11.493832,4.470866,10.260093,3.237126,65.383597,20.34,4856919078
1614670816,11.497081,4.474194,10.262992,3.240105,65.394592,19.54,4661000395
1614663617,11.502702,4.479897,10.26801,3.245205,65.39211,19.91,4749078866
1614656419,11.508657,4.485938,10.273326,3.250607,65.392029,19.64,4691550883
1614649222,11.398346,4.441041,10.174856,3.217551,65.440529,18.51,4415067317
1614642019,11.519369,4.496813,10.282888,3.260332,65.391839,18.58,4433469404
1614634826,11.524109,4.501636,10.28712,3.264646,65.392085,18.15,4329729193
1614627625,11.530526,4.50814,10.291556,3.269169,65.384963,18.1,4314666285
1614620423,11.536384,4.51408,10.296784,3.27448,65.385208,18.6,4435531996
1614613220,11.570174,4.547957,10.326944,3.304727,65.237744,18.57,4429394669
1614606018,11.57519,4.553066,10.33142,3.309296,65.249907,18.35,4412092564
1614598821,11.452946,4.487122,10.222312,3.256487,65.447884,18.43,4425031157
1614591617,11.584965,4.563029,10.340145,3.318209,65.253612,18.51,4409862558
1614584417,11.588582,4.566737,10.343374,3.321529,65.255137,17.82,4265238911
1614577216,11.593317,4.571568,10.347599,3.325851,65.254702,17.81,4247846259
1614570018,11.598235,4.57658,10.35199,3.330334,65.254481,18.26,4363691018
1614562819,11.604585,4.583024,10.357657,3.336096,65.255592,18.18,4322848603
1614555619,11.609637,4.588169,10.362166,3.340698,65.269487,17.94,4308604763
1614548419,11.620032,4.598652,10.371444,3.350065,65.262954,18.08,4299689816
1614541219,11.629276,4.607991,10.379695,3.35841,65.262702,17.09,4077451477
1614534019,11.638361,4.617173,10.385744,3.364556,65.260817,17.03,4092092352
1614526820,11.648451,4.627355,10.394748,3.373651,65.257228,16.85,4008056016
1614519618,11.657232,4.636226,10.402583,3.381578,65.256877,17.17,4101838089
1614512417,11.66359,4.642686,10.408258,3.387354,65.264132,17.98,4293267206
1614505216,11.668829,4.64802,10.412933,3.392124,65.265554,17.95,4268813806
1614498015,11.578475,4.595392,10.332303,3.34922,65.462807,17.58,4193885116
1614490817,11.682484,4.661865,10.429715,3.409096,65.265451,18.15,4322624341
1614483620,11.690168,4.669646,10.436576,3.416054,65.259531,18.16,4327928369
1614476424,11.700523,4.680089,10.44582,3.425386,65.25775,19.16,4584024313
1614469219,11.708624,4.688282,10.453052,3.43271,65.258945,19.02,4481074312
1614462018,11.72182,4.701573,10.464833,3.444586,65.247167,20,4769392882
1614454824,11.644135,4.65375,10.395478,3.405094,65.469094,20.2,4819190835
1614447620,11.6567,4.665053,10.404669,3.413022,65.470178,20.12,4799852174
1614440420,11.753921,4.733944,10.491447,3.471471,65.24483,19.72,4768600439
1614433220,11.678012,4.683967,10.419061,3.425015,65.472229,20.22,4887326644
1614426017,11.763557,4.743755,10.495383,3.475581,65.288387,20,4753707826
1614418817,11.77923,4.759522,10.514038,3.49433,65.246041,19.48,4651659625
1614411616,11.787829,4.768213,10.521714,3.502097,65.246566,20.14,4777691842
1614404416,11.795374,4.775853,10.528448,3.508927,65.250592,19.22,4581973807
1614397221,11.77251,4.753077,10.50804,3.488607,65.425945,19.33,4612133389
1614390018,11.787579,4.768234,10.516815,3.49747,65.403072,19.29,4599481145
1614382882,11.782023,4.76275,10.511859,3.492585,65.501063,18.41,4387709804
1614382819,11.782023,4.76275,10.511859,3.492585,65.501063,18.41,4387709804
1614375618,11.797324,4.778145,10.52551,3.506331,65.505511,18.02,4303986290
1614368427,11.812452,4.793355,10.539815,3.520719,65.502635,18.28,4387704420
1614361224,11.829409,4.810396,10.554946,3.535933,65.506302,18.84,4490559185
1614354021,11.846656,4.827722,10.569524,3.55059,65.516006,17.72,4219577422
1614346822,11.867571,4.848721,10.588184,3.569334,65.514236,17.37,4136411601
1614339617,11.882045,4.863281,11.882045,4.863281,65.513408,17.18,4123806524
1614332416,11.890788,4.872109,11.890788,4.872109,65.513357,17.25,4139180216
1614325216,11.903232,4.884634,11.903232,4.884634,65.494443,16.32,3902390012
1614318018,11.911683,4.893163,11.911683,4.893163,65.492759,17.2,4103708176
1614310819,11.924914,4.906489,11.924914,4.906489,65.494352,17.54,4131129872
1614303618,11.942136,4.923796,11.942136,4.923796,65.492473,17.62,4208344940
1614296419,11.966725,4.948469,11.966725,4.948469,65.49279,18.37,4425349469
1614289219,11.990243,4.972073,11.990243,4.972073,65.510399,18.65,4501787789
1614282027,12.013975,4.995888,12.013975,4.995888,65.508035,19.42,4633627179
1614274827,12.037011,5.01901,12.037011,5.01901,65.507548,19.68,4714979039
1614267620,12.069987,5.052069,12.069987,5.052069,65.505843,19.79,4729322066
1614260419,12.106798,5.088961,12.106798,5.088961,65.481015,19.61,4681220638
1614253216,12.137559,5.119809,12.137559,5.119809,65.469273,19.26,4614321310
1614246018,12.169575,5.151913,12.169575,5.151913,65.458096,18.72,4518719014
1614238817,12.201426,5.183853,12.201426,5.183853,65.456876,19.37,4618537787
